GEOID,median_income,total_commuters,commute_30_34min,commute_35_39min,commute_40_44min,commute_45_59min,commute_60_89min,commute_90plus_min,workers_16plus,workers_no_vehicle,commute_mode_total,transit_commuters,disability_pop,medicaid_total,medicaid_below_poverty,medicaid_above_poverty,median_gross_rent,rent_burden_35_39pct,rent_burden_40_49pct,rent_burden_50plus_pct,rent_burden_not_computed,total_population,school_enrollment_public,educational_attainment_base,total_households,households_no_vehicle,pct_transit_commuters,pct_no_vehicle,pct_rent_burdened_severe,hourly_wage_estimate,stop_count,route_count,transit_score,is_transit_desert,crash_count,total_fatalities,total_jobs,housing_cost_ratio,transport_cost_ratio,ht_combined_ratio,ht_above_threshold,disability_actual,school_age_pop_5_17,elderly_65plus,single_parent_hh
39049004610,87731.0,1575.0,220.0,25.0,0.0,44.0,19.0,15.0,2157.0,11.0,2159.0,199.0,3937.0,3937.0,175.0,151.0,867.0,81.0,0.0,0.0,166.0,3937.0,707.0,3010.0,1750.0,94.0,0.0922,0.0051,0.0,42.18,7.0,2.0,0.0089,False,0.0,0.0,1814,0.1185897801233315,0.1135197364671553,0.2321095165904868,False,672.0,413.0,677.0,165.0
39049004620,58712.0,889.0,161.0,9.0,0.0,0.0,16.0,25.0,1009.0,34.0,1009.0,28.0,2390.0,2390.0,396.0,183.0,1271.0,49.0,30.0,0.0,111.0,2390.0,446.0,1543.0,848.0,117.0,0.0278,0.0337,0.0,28.23,6.0,2.0,0.0077,False,0.0,0.0,904,0.2597765363128491,0.165731026025344,0.4255075623381932,False,360.0,346.0,227.0,201.0
39049004700,50737.0,2416.0,339.0,127.0,0.0,213.0,31.0,9.0,2615.0,119.0,2615.0,80.0,5911.0,5911.0,508.0,603.0,1251.0,93.0,187.0,139.0,410.0,5911.0,1783.0,3429.0,1997.0,288.0,0.0306,0.0455,0.0696,24.39,9.0,2.0,0.0115,False,0.0,0.0,1674,0.2958787472653093,0.1899205707866054,0.4857993180519148,True,785.0,1621.0,338.0,299.0
39049004810,65282.0,1318.0,186.0,149.0,21.0,0.0,45.0,23.0,1447.0,108.0,1447.0,77.0,2510.0,2510.0,53.0,171.0,1545.0,0.0,92.0,0.0,84.0,2510.0,407.0,2010.0,1173.0,118.0,0.0532,0.0746,0.0,31.39,10.0,2.0,0.0128,False,0.0,0.0,1335,0.2839986520020833,0.1440397046659109,0.4280383566679943,False,603.0,339.0,340.0,91.0
39049004820,43672.0,999.0,42.0,0.0,39.0,0.0,103.0,15.0,1150.0,11.0,1150.0,73.0,2509.0,2509.0,420.0,239.0,1210.0,40.0,33.0,0.0,159.0,2509.0,728.0,1572.0,963.0,62.0,0.0635,0.0096,0.0,21.0,10.0,2.0,0.0128,False,2.0,2.0,955,0.332478475911339,0.2272211027660743,0.5596995786774135,True,588.0,585.0,190.0,151.0
39049004900,42600.0,2297.0,207.0,60.0,102.0,66.0,0.0,203.0,2336.0,338.0,2340.0,205.0,5757.0,5757.0,754.0,720.0,1150.0,86.0,132.0,127.0,497.0,5757.0,1544.0,3799.0,2246.0,376.0,0.0876,0.1447,0.0565,20.48,28.0,3.0,0.0536,False,0.0,0.0,1993,0.323943661971831,0.2075680751173708,0.5315117370892019,True,1304.0,1295.0,522.0,433.0
39049005001,56397.0,555.0,23.0,0.0,0.0,58.0,6.0,0.0,676.0,33.0,711.0,23.0,1706.0,1706.0,133.0,130.0,963.0,11.0,32.0,40.0,80.0,1814.0,563.0,1059.0,649.0,104.0,0.0323,0.0488,0.0616,27.11,16.0,5.0,0.051,False,0.0,0.0,628,0.20490451619767,0.1703920421299005,0.3752965583275706,False,545.0,329.0,299.0,96.0
39049005002,21469.0,1113.0,100.0,0.0,0.0,0.0,26.0,95.0,1232.0,307.0,1232.0,76.0,3995.0,3995.0,508.0,318.0,967.0,0.0,0.0,85.0,411.0,3995.0,1150.0,2384.0,1655.0,505.0,0.0617,0.2492,0.0514,10.32,24.0,3.0,0.0459,False,1.0,1.0,1149,0.5405002561833341,0.3729284084028133,0.9134286645861474,True,1202.0,999.0,559.0,218.0
39049005100,25288.0,493.0,98.0,0.0,5.0,22.0,0.0,10.0,498.0,71.0,520.0,105.0,2252.0,2252.0,327.0,228.0,649.0,73.0,61.0,6.0,138.0,2369.0,456.0,1605.0,763.0,229.0,0.2019,0.1426,0.0079,12.16,10.0,2.0,0.0128,False,3.0,3.0,698,0.3079721607086365,0.3503321733628599,0.6583043340714965,True,827.0,459.0,427.0,195.0
39049005200,101861.0,1863.0,135.0,0.0,11.0,18.0,23.0,0.0,2467.0,109.0,2477.0,8.0,3272.0,3272.0,40.0,62.0,1432.0,76.0,106.0,33.0,76.0,3272.0,425.0,2935.0,2059.0,111.0,0.0032,0.0442,0.016,48.97,10.0,5.0,0.0319,False,0.0,0.0,2013,0.1687004839928922,0.0947016031650975,0.2634020871579898,False,123.0,129.0,409.0,33.0
39049005300,66362.0,1404.0,129.0,0.0,26.0,0.0,53.0,16.0,1635.0,154.0,1672.0,132.0,2660.0,2660.0,146.0,359.0,1297.0,46.0,32.0,88.0,159.0,2699.0,523.0,1915.0,1155.0,179.0,0.0789,0.0942,0.0762,31.9,29.0,4.0,0.074,False,1.0,1.0,1234,0.2345318103734064,0.1393327506705644,0.3738645610439709,False,483.0,347.0,120.0,152.0
39049005410,48732.0,642.0,11.0,21.0,49.0,7.0,18.0,90.0,802.0,142.0,802.0,51.0,1894.0,1894.0,193.0,154.0,1159.0,40.0,14.0,92.0,116.0,1894.0,369.0,1268.0,789.0,206.0,0.0636,0.1771,0.1166,23.43,8.0,2.0,0.0102,False,0.0,0.0,645,0.2853976852991874,0.1761306738898465,0.4615283591890339,True,221.0,385.0,250.0,196.0
39049005420,49609.0,866.0,51.0,7.0,30.0,9.0,9.0,14.0,925.0,58.0,925.0,50.0,2084.0,2084.0,268.0,149.0,1085.0,34.0,89.0,39.0,93.0,2084.0,589.0,1263.0,770.0,130.0,0.0541,0.0627,0.0506,23.85,7.0,1.0,0.0045,False,0.0,0.0,893,0.2624523775927755,0.1914652583200629,0.4539176359128384,True,371.0,518.0,232.0,196.0
39049005500,56667.0,1888.0,130.0,13.0,17.0,132.0,28.0,54.0,2284.0,159.0,2284.0,144.0,4678.0,4678.0,438.0,403.0,1043.0,87.0,204.0,129.0,150.0,4678.0,1047.0,3341.0,2060.0,328.0,0.063,0.0696,0.0626,27.24,17.0,3.0,0.0325,False,1.0,1.0,1790,0.2208692890041823,0.1666437256251434,0.3875130146293257,False,1107.0,730.0,519.0,451.0
39049005610,71012.0,864.0,62.0,13.0,6.0,36.0,15.0,16.0,981.0,10.0,981.0,0.0,1579.0,1579.0,103.0,192.0,1206.0,78.0,16.0,52.0,95.0,1579.0,217.0,1258.0,752.0,26.0,0.0,0.0102,0.0691,34.14,9.0,4.0,0.023,False,0.0,0.0,872,0.2037965414296175,0.1396721680842674,0.343468709513885,False,100.0,164.0,30.0,29.0
39049005620,55162.0,1092.0,137.0,56.0,24.0,0.0,0.0,69.0,1196.0,54.0,1196.0,35.0,2268.0,2268.0,304.0,146.0,1360.0,21.0,30.0,79.0,164.0,2268.0,526.0,1685.0,1057.0,143.0,0.0293,0.0452,0.0747,26.52,7.0,3.0,0.0134,False,0.0,0.0,1137,0.2958558427903267,0.1747289800949929,0.4705848228853196,True,405.0,229.0,194.0,147.0
39049005700,128710.0,2071.0,266.0,0.0,11.0,0.0,0.0,0.0,3003.0,43.0,3003.0,0.0,3861.0,3861.0,0.0,16.0,1753.0,113.0,33.0,46.0,50.0,3861.0,197.0,3324.0,2261.0,60.0,0.0,0.0143,0.0203,61.88,20.0,4.0,0.051,False,1.0,1.0,2161,0.1634371843679589,0.0768052210395462,0.2402424054075052,False,169.0,120.0,634.0,0.0
39049005810,97070.0,1755.0,103.0,49.0,0.0,64.0,104.0,0.0,2113.0,14.0,2113.0,26.0,2833.0,2833.0,19.0,12.0,1636.0,76.0,5.0,50.0,93.0,2833.0,316.0,2479.0,1559.0,31.0,0.0123,0.0066,0.0321,46.67,7.0,2.0,0.0089,False,0.0,0.0,1686,0.2022458019985577,0.1024745029360255,0.3047203049345833,False,150.0,110.0,272.0,27.0
39049005820,93803.0,1177.0,40.0,86.0,21.0,0.0,25.0,57.0,1563.0,29.0,1572.0,29.0,2276.0,2276.0,0.0,133.0,1173.0,10.0,111.0,20.0,105.0,2276.0,326.0,1912.0,1173.0,119.0,0.0184,0.0186,0.0171,45.1,10.0,1.0,0.0064,False,0.0,0.0,1259,0.1500591665511764,0.1050200953061202,0.2550792618572967,False,484.0,195.0,149.0,96.0
39049005900,53148.0,974.0,85.0,0.0,38.0,21.0,38.0,12.0,1054.0,147.0,1054.0,38.0,2363.0,2363.0,306.0,292.0,1286.0,92.0,74.0,15.0,181.0,2363.0,560.0,1410.0,944.0,209.0,0.0361,0.1395,0.0159,25.55,9.0,3.0,0.0172,False,0.0,0.0,1095,0.2903589975163694,0.167155866636562,0.4575148641529314,True,494.0,458.0,239.0,216.0
39049006000,49933.0,976.0,145.0,6.0,23.0,43.0,8.0,12.0,1143.0,67.0,1143.0,20.0,2056.0,2056.0,137.0,167.0,1296.0,35.0,11.0,114.0,77.0,2056.0,450.0,1491.0,883.0,92.0,0.0175,0.0586,0.1291,24.01,13.0,2.0,0.0166,False,0.0,0.0,1031,0.3114573528528228,0.190879778903731,0.5023371317565538,True,259.0,288.0,195.0,161.0
39049006100,55945.0,1053.0,90.0,0.0,0.0,10.0,47.0,0.0,1126.0,74.0,1136.0,18.0,2601.0,2601.0,127.0,136.0,1137.0,80.0,63.0,105.0,165.0,2601.0,346.0,1671.0,1147.0,197.0,0.0158,0.0657,0.0915,26.9,8.0,1.0,0.0051,False,0.0,0.0,1090,0.2438823844847618,0.1693520421842881,0.4132344266690499,False,574.0,313.0,281.0,144.0
39049006236,208606.0,2343.0,535.0,36.0,39.0,55.0,7.0,11.0,3083.0,0.0,3083.0,0.0,6255.0,6255.0,0.0,21.0,,0.0,0.0,0.0,0.0,6255.0,2069.0,3791.0,1923.0,0.0,0.0,0.0,0.0,100.29,0.0,0.0,0.0,True,0.0,0.0,2907,,0.0479372597144856,,False,235.0,1610.0,892.0,55.0
39049006237,103470.0,2420.0,179.0,145.0,215.0,193.0,15.0,127.0,3907.0,424.0,3907.0,0.0,7119.0,7119.0,236.0,110.0,1577.0,141.0,37.0,124.0,159.0,7183.0,1833.0,4799.0,3148.0,390.0,0.0,0.1085,0.0394,49.75,13.0,2.0,0.0166,False,0.0,0.0,3095,0.1828935923456074,0.0882574659321542,0.2711510582777616,False,627.0,1543.0,909.0,245.0
39049006238,107976.0,760.0,104.0,8.0,112.0,11.0,4.0,13.0,1050.0,36.0,1050.0,0.0,1946.0,1946.0,84.0,30.0,1853.0,47.0,8.0,10.0,58.0,1946.0,559.0,1356.0,838.0,26.0,0.0,0.0343,0.0119,51.91,22.0,2.0,0.0281,False,1.0,1.0,1009,0.2059346521449211,0.090071867822479,0.2960065199674002,False,141.0,396.0,334.0,119.0
39049006239,100066.0,2566.0,228.0,26.0,91.0,57.0,14.0,99.0,3471.0,0.0,3473.0,0.0,6377.0,6377.0,62.0,91.0,1714.0,128.0,263.0,51.0,255.0,6377.0,1453.0,4599.0,2863.0,0.0,0.0,0.0,0.0178,48.11,14.0,2.0,0.0179,False,0.0,0.0,2793,0.2055443407351148,0.0999340435312693,0.3054783842663842,False,366.0,1247.0,698.0,169.0
39049006240,95482.0,2830.0,626.0,112.0,253.0,103.0,91.0,0.0,3672.0,43.0,3672.0,0.0,5209.0,5209.0,241.0,76.0,1941.0,79.0,21.0,15.0,103.0,5223.0,804.0,3836.0,2583.0,60.0,0.0,0.0117,0.0058,45.9,0.0,0.0,0.0,True,1.0,1.0,2892,0.2439412664167068,0.1037514924278921,0.347692758844599,False,360.0,409.0,542.0,72.0
39049006241,108008.0,3663.0,267.0,34.0,125.0,79.0,61.0,0.0,4669.0,100.0,4669.0,0.0,9716.0,9716.0,93.0,24.0,1465.0,348.0,51.0,183.0,266.0,9716.0,2110.0,6487.0,4016.0,231.0,0.0,0.0214,0.0456,51.93,0.0,0.0,0.0,True,1.0,1.0,3939,0.1627657210576994,0.0910006666172876,0.253766387674987,False,664.0,1274.0,1327.0,209.0
39049006301,99583.0,1014.0,186.0,35.0,30.0,35.0,12.0,12.0,1306.0,18.0,1306.0,0.0,2710.0,2710.0,118.0,115.0,1361.0,39.0,20.0,31.0,303.0,2710.0,636.0,2151.0,1320.0,45.0,0.0,0.0138,0.0235,47.88,0.0,0.0,0.0,True,1.0,1.0,1713,0.1640038962473514,0.0993101232138015,0.263314019461153,False,234.0,429.0,607.0,104.0
39049006302,81548.0,1320.0,258.0,16.0,22.0,39.0,18.0,8.0,2388.0,19.0,2405.0,4.0,4801.0,4801.0,512.0,207.0,1667.0,203.0,90.0,79.0,272.0,4914.0,1052.0,3253.0,2052.0,65.0,0.0017,0.008,0.0385,39.21,6.0,1.0,0.0038,False,0.0,0.0,1980,0.24530337960465,0.1218423505174866,0.3671457301221366,False,447.0,840.0,603.0,466.0
39049006310,209762.0,1365.0,87.0,0.0,9.0,33.0,16.0,0.0,1968.0,0.0,1968.0,4.0,4289.0,4289.0,23.0,22.0,1571.0,0.0,0.0,0.0,0.0,4289.0,1231.0,2890.0,1528.0,0.0,0.002,0.0,0.0,100.85,0.0,0.0,0.0,True,0.0,0.0,2248,0.0898732849610511,0.0476730771064349,0.137546362067486,False,336.0,1024.0,916.0,29.0
39049006321,171853.0,1577.0,93.0,6.0,10.0,21.0,65.0,16.0,2126.0,0.0,2126.0,8.0,4204.0,4204.0,17.0,55.0,1775.0,0.0,10.0,20.0,42.0,4298.0,1284.0,2933.0,1595.0,41.0,0.0038,0.0,0.0125,82.62,9.0,2.0,0.0115,False,0.0,0.0,2192,0.1239431374488661,0.0581892664079184,0.1821324038567845,False,333.0,1095.0,859.0,134.0
39049006323,131667.0,1409.0,164.0,7.0,0.0,29.0,11.0,11.0,1791.0,15.0,1791.0,11.0,3644.0,3644.0,28.0,57.0,1515.0,0.0,15.0,12.0,77.0,3644.0,797.0,2677.0,1586.0,24.0,0.0061,0.0084,0.0076,63.3,13.0,4.0,0.0332,False,0.0,0.0,1686,0.1380755998086081,0.0754387963574775,0.2135143961660856,False,228.0,647.0,866.0,68.0
39049006330,161563.0,1875.0,240.0,124.0,0.0,51.0,0.0,15.0,2591.0,30.0,2591.0,0.0,4590.0,4590.0,90.0,68.0,2037.0,0.0,0.0,0.0,47.0,4616.0,1130.0,3326.0,1993.0,15.0,0.0,0.0116,0.0,77.67,18.0,3.0,0.0344,False,0.0,0.0,2646,0.1512970172626158,0.0613209707668216,0.2126179880294374,False,219.0,784.0,716.0,77.0
39049006340,118958.0,1499.0,107.0,33.0,7.0,29.0,46.0,25.0,1954.0,142.0,1954.0,0.0,3508.0,3508.0,8.0,15.0,1415.0,8.0,11.0,10.0,33.0,3508.0,797.0,2587.0,1571.0,142.0,0.0,0.0727,0.0064,57.19,0.0,0.0,0.0,True,0.0,0.0,1510,0.1427394542611678,0.0791741623093865,0.2219136165705543,False,244.0,611.0,714.0,50.0
39049006351,61806.0,1779.0,99.0,24.0,0.0,7.0,82.0,18.0,2128.0,18.0,2134.0,6.0,4217.0,4217.0,353.0,123.0,1162.0,56.0,13.0,138.0,179.0,4217.0,736.0,3233.0,2041.0,73.0,0.0028,0.0085,0.0676,29.71,7.0,2.0,0.0089,False,0.0,0.0,2097,0.2256091641588195,0.1606963725204672,0.3863055366792868,False,678.0,478.0,967.0,83.0
39049006352,64590.0,2291.0,290.0,46.0,0.0,57.0,42.0,0.0,2714.0,142.0,2714.0,139.0,3520.0,3520.0,37.0,115.0,1331.0,197.0,137.0,190.0,159.0,3520.0,760.0,2537.0,1982.0,98.0,0.0512,0.0523,0.0959,31.05,8.0,3.0,0.0153,False,0.0,0.0,1652,0.247282861124013,0.1483449450379315,0.3956278061619446,False,306.0,134.0,126.0,0.0
39049006353,51306.0,2515.0,365.0,59.0,8.0,69.0,38.0,11.0,2883.0,177.0,2883.0,17.0,5043.0,5043.0,274.0,205.0,1157.0,248.0,145.0,89.0,256.0,5043.0,1017.0,3866.0,2876.0,301.0,0.0059,0.0614,0.0309,24.67,17.0,3.0,0.0325,False,0.0,0.0,2291,0.2706116243714185,0.1853350485323353,0.4559466729037539,True,615.0,483.0,579.0,144.0
39049006372,61347.0,2636.0,510.0,16.0,149.0,32.0,14.0,11.0,3635.0,45.0,3635.0,20.0,7126.0,7126.0,720.0,517.0,1467.0,307.0,92.0,125.0,715.0,7214.0,1975.0,4634.0,3105.0,123.0,0.0055,0.0124,0.0403,29.49,8.0,3.0,0.0153,False,0.0,0.0,3027,0.2869577974473079,0.1613901250264886,0.4483479224737965,False,507.0,1493.0,800.0,420.0
39049006384,103511.0,2838.0,443.0,112.0,287.0,48.0,0.0,0.0,3577.0,170.0,3577.0,0.0,6070.0,6070.0,47.0,133.0,1488.0,110.0,109.0,53.0,223.0,6070.0,1414.0,4185.0,2573.0,154.0,0.0,0.0475,0.0206,49.76,13.0,2.0,0.0166,False,0.0,0.0,3336,0.1725034054351711,0.0929369825429181,0.2654403879780893,False,627.0,975.0,727.0,197.0
39049006386,77917.0,2507.0,298.0,28.0,81.0,30.0,50.0,130.0,3339.0,312.0,3339.0,0.0,5384.0,5384.0,180.0,174.0,1750.0,67.0,103.0,118.0,545.0,5461.0,920.0,4360.0,2941.0,406.0,0.0,0.0934,0.0401,37.46,13.0,3.0,0.0249,False,1.0,2.0,2980,0.2695175635612254,0.1187520053390145,0.38826956890024,False,475.0,632.0,790.0,203.0
39049006387,86159.0,2294.0,380.0,31.0,79.0,49.0,22.0,14.0,3077.0,23.0,3077.0,0.0,6209.0,6209.0,152.0,129.0,1614.0,104.0,114.0,84.0,293.0,6209.0,1237.0,4615.0,2939.0,260.0,0.0,0.0075,0.0286,41.42,6.0,1.0,0.0038,False,0.0,0.0,2971,0.2247936953771515,0.1153680985155352,0.3401617938926867,False,735.0,797.0,1059.0,277.0
39049006391,198182.0,2019.0,183.0,57.0,23.0,27.0,52.0,8.0,2645.0,8.0,2645.0,11.0,5420.0,5420.0,12.0,48.0,1361.0,26.0,0.0,0.0,0.0,5420.0,1739.0,3469.0,1768.0,8.0,0.0042,0.003,0.0,95.28,0.0,0.0,0.0,True,0.0,0.0,2795,0.0824090987072489,0.0503375684976435,0.1327466672048924,False,257.0,1394.0,718.0,60.0
39049006392,169107.0,1351.0,102.0,21.0,0.0,20.0,25.0,0.0,2125.0,0.0,2125.0,13.0,4445.0,4445.0,18.0,47.0,1609.0,0.0,0.0,0.0,0.0,4445.0,1125.0,3059.0,1609.0,0.0,0.0061,0.0,0.0,81.3,7.0,1.0,0.0045,False,0.0,0.0,2293,0.1141762316166687,0.0591341576634911,0.1733103892801599,False,473.0,835.0,970.0,69.0
39049006393,112339.0,1979.0,259.0,59.0,0.0,74.0,17.0,2.0,2872.0,0.0,2873.0,0.0,5574.0,5574.0,244.0,65.0,1304.0,16.0,14.0,32.0,44.0,5574.0,1430.0,3821.0,2098.0,128.0,0.0,0.0,0.0153,54.01,13.0,1.0,0.0083,False,0.0,0.0,2757,0.1392926766305557,0.0890162810778091,0.2283089577083648,False,623.0,1122.0,898.0,133.0
39049006394,94155.0,1298.0,342.0,30.0,0.0,78.0,28.0,30.0,1613.0,0.0,1613.0,0.0,2705.0,2705.0,38.0,12.0,1348.0,13.0,37.0,0.0,0.0,2719.0,487.0,2133.0,1251.0,13.0,0.0,0.0,0.0,45.27,4.0,1.0,0.0026,False,0.0,0.0,1605,0.1718018161542138,0.1062078487600233,0.2780096649142372,False,195.0,309.0,419.0,55.0
39049006395,74488.0,2294.0,233.0,49.0,12.0,16.0,77.0,46.0,2682.0,0.0,2682.0,26.0,3881.0,3881.0,163.0,105.0,1407.0,32.0,20.0,48.0,383.0,3881.0,548.0,2911.0,2115.0,23.0,0.0097,0.0,0.0227,35.81,12.0,4.0,0.0306,False,0.0,0.0,2009,0.2266673826656642,0.1342498120502631,0.3609171947159274,False,338.0,289.0,327.0,49.0
39049006396,86185.0,2373.0,161.0,0.0,40.0,228.0,31.0,0.0,3074.0,159.0,3077.0,72.0,5318.0,5318.0,152.0,171.0,1418.0,162.0,9.0,206.0,187.0,5414.0,1264.0,4193.0,2607.0,221.0,0.0234,0.0517,0.079,41.44,9.0,3.0,0.0172,False,0.0,0.0,2596,0.1974357486801647,0.1112304925451064,0.3086662412252712,False,658.0,816.0,1161.0,199.0
39049006397,67619.0,3108.0,492.0,141.0,21.0,67.0,0.0,0.0,3773.0,186.0,3773.0,34.0,6536.0,6536.0,484.0,277.0,1515.0,385.0,74.0,82.0,535.0,6536.0,1851.0,4102.0,2642.0,95.0,0.009,0.0493,0.031,32.51,8.0,2.0,0.0102,False,1.0,2.0,3212,0.2688593442671438,0.1420547479258788,0.4109140921930226,False,867.0,1511.0,490.0,475.0
39049006398,169318.0,1346.0,144.0,79.0,135.0,70.0,7.0,12.0,1750.0,60.0,1750.0,0.0,3622.0,3622.0,10.0,12.0,1852.0,40.0,0.0,34.0,29.0,3622.0,1136.0,2443.0,1296.0,77.0,0.0,0.0343,0.0262,81.4,2.0,2.0,0.0026,False,0.0,0.0,1890,0.1312559798721931,0.0574398469152718,0.188695826787465,False,217.0,919.0,559.0,118.0
39049006410,152419.0,1105.0,159.0,19.0,2.0,0.0,103.0,0.0,1525.0,0.0,1525.0,0.0,3182.0,3182.0,48.0,31.0,1565.0,26.0,17.0,0.0,12.0,3182.0,872.0,2086.0,1182.0,0.0,0.0,0.0,0.0,73.28,1.0,1.0,0.0006,False,0.0,0.0,1397,0.1232129852577434,0.0656086183481062,0.1888216036058496,False,117.0,688.0,373.0,35.0
39049006430,126926.0,1806.0,188.0,13.0,0.0,17.0,31.0,0.0,2559.0,188.0,2559.0,11.0,5141.0,5141.0,196.0,167.0,1612.0,64.0,21.0,146.0,163.0,5141.0,1570.0,3391.0,2029.0,138.0,0.0043,0.0735,0.072,61.02,26.0,3.0,0.0497,False,0.0,0.0,2307,0.1524037628224319,0.0741534437388714,0.2265572065613034,False,387.0,1154.0,772.0,142.0
39049006500,179063.0,1082.0,97.0,16.0,19.0,16.0,10.0,5.0,1605.0,20.0,1605.0,6.0,3842.0,3842.0,0.0,36.0,1392.0,7.0,0.0,10.0,1.0,3842.0,1355.0,2350.0,1288.0,18.0,0.0037,0.0125,0.0078,86.09,13.0,2.0,0.0166,False,0.0,0.0,1784,0.0932856033909853,0.0552878037338813,0.1485734071248666,False,152.0,1143.0,474.0,32.0
39049006600,238162.0,1631.0,117.0,15.0,22.0,10.0,27.0,10.0,2052.0,0.0,2052.0,10.0,3828.0,3828.0,37.0,46.0,1415.0,104.0,37.0,0.0,78.0,3971.0,1067.0,2767.0,1567.0,41.0,0.0049,0.0,0.0,114.5,21.0,4.0,0.0536,False,0.0,0.0,1939,0.0712960085991887,0.041988226501289,0.1132842351004778,False,314.0,818.0,790.0,38.0
39049006710,102021.0,1052.0,46.0,0.0,0.0,16.0,17.0,0.0,1349.0,6.0,1349.0,0.0,2886.0,2886.0,55.0,39.0,1181.0,55.0,48.0,36.0,51.0,2886.0,558.0,2234.0,1285.0,58.0,0.0,0.0044,0.028,49.05,10.0,1.0,0.0064,False,0.0,0.0,1360,0.1389125768224189,0.0976740082924103,0.2365865851148293,False,255.0,447.0,657.0,47.0
39049006721,154500.0,1444.0,193.0,14.0,41.0,27.0,88.0,37.0,1902.0,6.0,1902.0,0.0,4010.0,4010.0,1.0,14.0,1212.0,24.0,22.0,75.0,7.0,4064.0,1121.0,2683.0,1608.0,20.0,0.0,0.0032,0.0466,74.28,4.0,1.0,0.0026,False,0.0,0.0,1764,0.094135922330097,0.0645592233009708,0.1586951456310679,False,185.0,958.0,851.0,11.0
39049006722,97708.0,1038.0,74.0,0.0,43.0,20.0,11.0,0.0,1392.0,22.0,1392.0,0.0,2755.0,2755.0,100.0,63.0,1139.0,0.0,6.0,63.0,52.0,2949.0,625.0,2099.0,1203.0,27.0,0.0,0.0158,0.0524,46.98,4.0,1.0,0.0026,False,0.0,0.0,1498,0.1398861915093953,0.1010521144635035,0.2409383059728988,False,224.0,397.0,731.0,130.0
39049006810,125446.0,1070.0,110.0,21.0,123.0,49.0,26.0,3.0,1359.0,6.0,1359.0,0.0,2528.0,2528.0,16.0,15.0,1632.0,6.0,26.0,5.0,2.0,2528.0,697.0,1755.0,1075.0,11.0,0.0,0.0044,0.0047,60.31,3.0,1.0,0.0019,False,0.0,0.0,1279,0.1561149817451333,0.0794349760056119,0.2355499577507453,False,182.0,542.0,459.0,126.0
39049006821,42898.0,1221.0,156.0,83.0,52.0,20.0,14.0,0.0,1798.0,9.0,1798.0,0.0,3623.0,3623.0,183.0,276.0,972.0,182.0,110.0,51.0,436.0,3701.0,760.0,2832.0,2064.0,417.0,0.0,0.005,0.0247,20.62,12.0,5.0,0.0383,False,0.0,0.0,1583,0.2719007879155205,0.2321786563476152,0.5040794442631358,True,591.0,398.0,740.0,103.0
39049006822,93155.0,900.0,31.0,5.0,12.0,15.0,0.0,8.0,1149.0,0.0,1150.0,0.0,2121.0,2121.0,12.0,92.0,1233.0,6.0,12.0,20.0,23.0,2121.0,253.0,1741.0,987.0,12.0,0.0,0.0,0.0203,44.79,2.0,2.0,0.0026,False,0.0,0.0,1085,0.158832054103376,0.1073479684396972,0.2661800225430734,False,186.0,220.0,507.0,36.0
39049006910,197143.0,631.0,48.0,0.0,2.0,4.0,0.0,0.0,817.0,0.0,817.0,0.0,1765.0,1765.0,17.0,14.0,983.0,3.0,0.0,11.0,2.0,1768.0,530.0,1153.0,634.0,7.0,0.0,0.0,0.0174,94.78,1.0,1.0,0.0006,False,0.0,0.0,936,0.0598347392501889,0.0507246009242022,0.1105593401743911,False,91.0,419.0,270.0,29.0
39049006921,55747.0,1553.0,160.0,51.0,20.0,29.0,43.0,29.0,1840.0,18.0,1858.0,118.0,3311.0,3311.0,89.0,100.0,1130.0,53.0,8.0,126.0,252.0,3330.0,541.0,2274.0,1569.0,107.0,0.0635,0.0098,0.0803,26.8,13.0,3.0,0.0249,False,2.0,2.0,1819,0.2432417887958096,0.1779754964392702,0.4212172852350799,False,431.0,469.0,407.0,157.0
39049006923,103094.0,1755.0,366.0,55.0,6.0,0.0,83.0,35.0,2103.0,98.0,2116.0,88.0,4466.0,4466.0,390.0,236.0,1080.0,0.0,34.0,0.0,118.0,4466.0,875.0,3067.0,1503.0,163.0,0.0416,0.0466,0.0,49.56,6.0,4.0,0.0153,False,0.0,0.0,1789,0.1257105166159039,0.0933827380836906,0.2190932546995945,False,780.0,720.0,610.0,234.0
39049006924,61232.0,1873.0,322.0,0.0,1.0,14.0,45.0,92.0,2210.0,177.0,2210.0,101.0,4109.0,4109.0,203.0,313.0,987.0,101.0,93.0,129.0,134.0,4109.0,965.0,3126.0,1863.0,179.0,0.0457,0.0801,0.0692,29.44,8.0,4.0,0.0204,False,0.0,0.0,2006,0.1934282727985367,0.1528481839561014,0.3462764567546381,False,427.0,594.0,472.0,165.0
39049006931,65334.0,2740.0,692.0,39.0,17.0,48.0,27.0,0.0,3143.0,82.0,3143.0,36.0,6966.0,6966.0,507.0,312.0,1234.0,228.0,14.0,60.0,300.0,7104.0,2090.0,4862.0,2697.0,144.0,0.0115,0.0261,0.0222,31.41,13.0,5.0,0.0415,False,0.0,0.0,2868,0.2266507484617504,0.1498637769002357,0.3765145253619861,False,691.0,1318.0,667.0,703.0
