GEOID,median_income,total_population,total_households,transit_score,is_transit_desert,transit_dependency_score,transit_dependency_weight,transit_hardship_index,vulnerability_segment,affected_workers_estimate,transit_dependent_population_estimate,forced_drive_commuters_estimate,ht_burdened_households_estimate,lost_wages_annual,healthcare_annual,environment_annual,education_annual,forgone_affordability_annual,cost_of_inaction_annual,cumulative_delay_1yr_cost,cumulative_delay_3yr_cost,cumulative_delay_5yr_cost,safety_warning_score,displacement_risk_score
39049006386,77917.0,5461.0,2941.0,0.0249,False,0.27702159902732976,1.277,55.33,High-need transit burden,312.0,753.881672900374,304.23,406.0,434923.46,81684.42,113277.44,26074.38,0.0,655959.7,678002.65,2103255.68,3626322.46,6.93,44.49
39049006387,86159.0,6209.0,2939.0,0.0038,False,0.26310330143147975,1.2631,51.16,Moderate hardship,23.0,549.2820687308608,22.91,302.0,17838.71,52675.78,8566.52,32523.85,0.0,111604.86,115204.07,356969.85,614871.49,0.0,43.09
39049006391,198182.0,5420.0,1768.0,0.0,True,0.09748981112000725,1.0975,33.7,Moderate hardship,11.0,24.524886877828056,11.0,26.0,15516.37,1636.89,4116.26,49428.02,0.0,70697.54,72010.32,220098.29,373834.25,0.0,14.59
39049006392,169107.0,4445.0,1609.0,0.0045,False,0.17042450570030174,1.1704,36.38,Moderate hardship,13.0,13.0,12.94,0.0,10934.88,912.91,4837.85,31573.79,0.0,48259.43,49183.06,150412.03,255618.3,0.0,17.39
39049006393,112339.0,5574.0,2098.0,0.0083,False,0.21972138204096417,1.2197,44.86,Moderate hardship,0.0,340.07244995233555,0.0,128.0,0.0,29442.32,0.0,44213.19,0.0,73655.51,75510.97,232366.01,397471.35,0.0,30.06
39049006394,94155.0,2719.0,1251.0,0.0026,False,0.13153174557665376,1.1315,46.96,Moderate hardship,0.0,28.254996003197444,0.0,50.0,0.0,1978.03,0.0,11295.85,0.0,13273.88,13498.44,41191.74,69853.52,0.0,34.1
39049006395,74488.0,3881.0,2115.0,0.0306,False,0.1114415989237282,1.1114,45.9,Moderate hardship,26.0,42.20472813238771,25.2,100.0,19849.82,2906.2,9372.25,10377.06,0.0,42505.33,43689.68,134773.6,231062.49,0.0,37.36
39049006396,86185.0,5414.0,2607.0,0.0172,False,0.27502793091905975,1.275,52.41,High-need transit burden,159.0,458.9543536632144,156.27,377.0,145938.18,44039.02,58275.85,33612.92,0.0,281865.97,290815.81,900545.07,1549932.96,0.0,48.05
39049006397,67619.0,6536.0,2642.0,0.0102,False,0.19865736819627655,1.1987,52.18,High-need transit burden,186.0,235.01892505677515,184.1,541.0,73794.39,18726.41,68750.6,58516.85,0.0,219788.25,225634.71,695168.41,1190324.42,4.97,57.28
39049006398,169318.0,3622.0,1296.0,0.0026,False,0.18393059786885044,1.1839,41.34,Moderate hardship,60.0,215.195987654321,59.84,77.0,137584.95,18010.86,22380.78,35150.9,0.0,213127.49,219734.78,679930.43,1169349.11,0.0,24.78
39049006410,152419.0,3182.0,1182.0,0.0006,False,0.07828935867599685,1.0783,39.17,Moderate hardship,0.0,0.0,0.0,43.0,0.0,0.0,0.0,23968.12,0.0,23968.12,24255.74,73643.92,124224.52,0.0,24.29
39049006430,126926.0,5141.0,2029.0,0.0497,False,0.19795782953960997,1.198,42.55,Moderate hardship,188.0,349.6589452932479,178.66,231.0,114787.67,30261.76,66190.92,44665.13,0.0,255905.48,263475.58,814144.63,1398206.66,0.0,37.12
39049006500,179063.0,3842.0,1288.0,0.0166,False,0.09629603514666826,1.0963,33.05,Moderate hardship,20.0,53.69254658385093,19.67,18.0,18906.91,3679.86,7336.18,40483.83,0.0,70406.78,71903.33,220365.06,375322.89,0.0,16.86
39049006600,238162.0,3971.0,1567.0,0.0536,False,0.1667676907766495,1.1668,31.0,Moderate hardship,10.0,103.89980855137206,9.46,141.0,13285.87,7844.77,3502.03,30835.83,0.0,55468.5,56744.1,174215.65,297273.52,0.0,17.14
39049006710,102021.0,2886.0,1285.0,0.0064,False,0.20696418639371186,1.207,44.33,Moderate hardship,6.0,130.26303501945526,5.96,139.0,2346.97,10711.05,2227.41,17430.94,0.0,32716.37,33545.37,103238.11,176603.58,0.0,40.2
39049006721,154500.0,4064.0,1608.0,0.0026,False,0.1289548433323563,1.129,42.92,Moderate hardship,6.0,50.54726368159204,5.98,121.0,15281.03,3551.84,2236.58,34943.42,0.0,56012.87,57182.77,175188.47,298276.09,0.0,29.14
39049006722,97708.0,2949.0,1203.0,0.0026,False,0.1969774953099423,1.197,44.28,Moderate hardship,22.0,66.18703241895261,21.94,69.0,12080.5,5073.62,8205.79,15352.91,0.0,40712.82,41753.33,128512.3,219837.28,0.0,35.04
39049006810,125446.0,2528.0,1075.0,0.0019,False,0.1573136601941196,1.1573,43.4,Moderate hardship,6.0,25.867906976744184,5.99,37.0,10109.83,1851.36,2240.64,20265.21,0.0,34467.04,35203.39,107901.72,183799.77,0.0,28.55
39049006821,42898.0,3701.0,2064.0,0.0383,False,0.41354621583010753,1.4135,58.81,High-need transit burden,9.0,747.7311046511628,8.66,417.0,3921.23,101851.25,3215.79,18175.44,1367417.5,1494581.21,1540622.78,4765824.94,8193162.78,0.0,57.59
39049006822,93155.0,2121.0,987.0,0.0026,False,0.17653633604610924,1.1765,42.55,Moderate hardship,0.0,25.787234042553195,0.0,38.0,0.0,1886.72,0.0,8362.2,0.0,10248.92,10434.17,31878.54,54126.68,0.0,33.19
39049006910,197143.0,1768.0,634.0,0.0006,False,0.11753032586709443,1.1175,29.99,Moderate hardship,0.0,19.520504731861198,0.0,14.0,0.0,1352.2,0.0,15127.51,0.0,16479.71,16722.09,50913.22,86134.84,0.0,14.82
39049006921,55747.0,3330.0,1569.0,0.0249,False,0.2321472326761621,1.2321,52.94,High-need transit burden,118.0,227.09369024856593,115.06,187.0,78061.67,20222.79,42841.61,18669.16,0.0,159795.23,164732.48,509679.27,876445.47,11.61,49.39
39049006923,103094.0,4466.0,1503.0,0.0153,False,0.323524659094891,1.3235,50.62,Moderate hardship,98.0,484.3366600133067,96.5,163.0,160289.35,50974.49,36000.28,30786.65,0.0,278050.77,287224.2,890511.05,1534570.27,0.0,31.67
39049006924,61232.0,4109.0,1863.0,0.0204,False,0.23772455105698176,1.2377,55.92,High-need transit burden,177.0,394.7992485238862,173.39,323.0,176058.09,37769.51,64618.68,23752.42,0.0,302198.7,311960.86,966524.94,1664328.4,0.0,55.35
39049006931,65334.0,7104.0,2697.0,0.0415,False,0.21546802677247567,1.2155,50.5,Moderate hardship,82.0,379.301446051168,78.6,302.0,40832.34,32093.37,29168.39,51757.86,0.0,153851.96,158075.6,487465.7,835507.76,0.0,46.8
39049006932,70893.0,7317.0,2558.0,0.0038,False,0.19864777332109726,1.1986,48.39,Moderate hardship,114.0,228.835027365129,113.57,217.0,32914.8,18000.94,42466.16,67224.86,0.0,160606.76,164437.17,505258.56,862808.19,4.97,42.57
39049006933,40576.0,6501.0,2247.0,0.0459,False,0.3551682845657597,1.3552,59.08,High-need transit burden,338.0,1426.3431241655542,322.49,493.0,155323.14,192317.34,119569.55,62916.72,2053513.96,2583640.71,2663080.96,8237691.89,14161281.19,0.0,60.94
39049006943,63059.0,4742.0,1921.0,0.0281,False,0.23578527904439114,1.2358,49.84,Moderate hardship,8.0,76.52368558042686,7.78,123.0,3994.44,5948.77,2894.95,43079.99,0.0,55918.15,56914.98,173836.09,295054.99,0.0,41.58
39049006944,71779.0,4584.0,1962.0,0.0057,False,0.24286561795382175,1.2429,51.23,Moderate hardship,21.0,72.42813455657493,20.88,71.0,20141.12,5657.28,7804.49,25137.17,0.0,58740.06,60196.34,185137.89,316460.47,0.0,37.54
39049006945,46515.0,7026.0,2528.0,0.0281,False,0.27482452073293795,1.2748,57.66,High-need transit burden,184.0,978.3037974683544,178.83,529.0,102990.15,106085.98,66542.99,48269.81,2103121.51,2427010.44,2500725.42,7732522.55,13287517.52,0.0,61.72
39049006950,137118.0,2631.0,1187.0,0.0064,False,0.22589365607912779,1.2259,43.04,Moderate hardship,0.0,19.9486099410278,0.0,9.0,0.0,1500.68,0.0,10693.62,0.0,12194.3,12390.15,37776.49,64003.25,0.0,23.03
39049006991,152964.0,4416.0,1823.0,0.0191,False,0.16322641055005777,1.1632,39.6,Moderate hardship,29.0,121.1190345584202,28.45,50.0,37501.01,9148.68,10605.46,22961.57,0.0,80216.72,82481.62,254539.81,436585.41,0.0,23.11
39049006992,50367.0,4128.0,1992.0,0.0032,False,0.22064773127884074,1.2206,53.0,High-need transit burden,151.0,366.7951807228916,150.52,385.0,45524.35,34023.28,56289.29,31508.38,432923.93,600269.23,618166.68,1910426.13,3281156.83,0.0,58.47
39049007010,93188.0,4270.0,1154.0,0.0057,False,0.19600131575292237,1.196,47.6,Moderate hardship,24.0,192.40901213171577,23.86,157.0,18979.71,15673.76,8918.35,19049.52,0.0,62621.34,64442.5,199046.63,341727.06,0.0,45.18
39049007020,88347.0,6580.0,2810.0,0.0013,False,0.17412018296554452,1.1741,48.58,Moderate hardship,112.0,297.38790035587186,111.85,351.0,72683.57,23790.31,41843.95,35618.58,0.0,173936.41,179024.42,553017.27,949463.44,0.0,44.77
39049007041,81969.0,2217.0,1025.0,0.0,True,0.19274362257111732,1.1927,48.34,Moderate hardship,0.0,93.0058536585366,0.0,79.0,0.0,7493.33,0.0,10827.88,0.0,18321.21,18788.34,57834.06,98958.43,0.0,40.2
39049007043,74492.0,6059.0,2992.0,0.0191,False,0.18242083208227433,1.1824,50.43,High-need transit burden,212.0,299.7098930481283,207.95,513.0,117753.59,24417.9,77518.67,40951.06,0.0,260641.22,268290.78,828821.74,1423040.52,0.0,52.25
39049007044,95204.0,5791.0,2904.0,0.0019,False,0.1324786425730816,1.1325,49.0,High-need transit burden,63.0,117.65461432506886,62.88,665.0,42877.43,8481.91,23521.07,17196.58,0.0,92076.99,94753.77,292642.18,502320.02,3.31,55.66
39049007047,93828.0,4090.0,1745.0,0.0,True,0.17471094344863744,1.1747,46.22,Moderate hardship,33.0,105.47277936962752,33.0,248.0,15973.97,8009.05,12348.76,19924.72,0.0,56256.5,57723.81,177760.51,304244.66,0.0,45.5
39049007048,102475.0,5936.0,2219.0,0.0032,False,0.14498945767012114,1.145,44.12,Moderate hardship,0.0,37.45110410094637,0.0,89.0,0.0,2621.59,0.0,40913.49,0.0,43535.08,44144.01,134303.95,227038.12,0.0,32.43
39049007101,95500.0,2882.0,1130.0,0.0,True,0.1697855568775146,1.1698,44.7,Moderate hardship,1.0,58.66017699115044,1.0,128.0,425.16,4368.65,374.2,21542.32,0.0,26710.33,27189.66,83058.26,141002.72,0.0,41.72
39049007102,118750.0,3273.0,1359.0,0.0,True,0.3663941328743571,1.3664,49.42,Moderate hardship,0.0,264.92273730684326,0.0,123.0,0.0,26993.46,0.0,20439.24,0.0,47432.7,48892.68,151290.88,260253.35,0.0,36.97
39049007103,92768.0,4074.0,1703.0,0.0051,False,0.12064183580337846,1.1206,44.53,Moderate hardship,24.0,57.41397533763946,23.88,135.0,18454.23,4023.49,8926.9,27261.61,0.0,58666.23,60043.5,184424.67,314815.79,0.0,38.23
39049007112,111800.0,6873.0,2336.0,0.021,False,0.22671168066777977,1.2267,47.56,Moderate hardship,109.0,364.833904109589,106.71,237.0,104428.21,31128.67,39763.7,44942.51,0.0,220263.09,226852.27,701221.5,1204720.85,0.0,38.77
39049007113,75161.0,6093.0,1884.0,0.0191,False,0.11164717568847132,1.1116,48.94,Moderate hardship,21.0,93.78821656050955,20.6,315.0,14784.8,6544.16,7679.18,47692.77,0.0,76700.91,78277.16,239733.78,408030.7,0.0,51.38
39049007114,60101.0,5592.0,2268.0,0.0089,False,0.19721056141298757,1.1972,50.32,High-need transit burden,103.0,436.41269841269843,102.08,219.0,50006.01,38687.9,38130.85,44712.66,0.0,171537.42,176518.41,545184.02,935896.0,0.0,45.73
39049007115,58371.0,5682.0,2467.0,0.021,False,0.2995187261969158,1.2995,55.51,High-need transit burden,186.0,626.471017430077,182.09,420.0,100954.39,65002.53,67852.8,37869.43,0.0,271679.15,280288.42,867917.09,1493771.37,0.0,55.3
39049007120,97216.0,4729.0,1751.0,0.0013,False,0.15868187447595095,1.1587,46.2,Moderate hardship,21.0,48.61336379211879,20.97,87.0,19211.38,3483.93,7845.04,35076.52,0.0,65616.87,67063.09,205691.42,350608.65,3.97,34.63
39049007193,137500.0,6436.0,2372.0,0.0013,False,0.2358249790244334,1.2358,42.92,Moderate hardship,106.0,347.3052276559865,105.86,128.0,62253.47,29920.94,39603.04,51424.49,0.0,183201.94,188334.42,581082.85,996470.06,0.0,28.55
39049007198,97352.0,3041.0,1177.0,0.0,True,0.17813418752100102,1.1781,45.68,Moderate hardship,68.0,68.0,68.0,128.0,46543.58,4806.65,25445.94,23293.76,0.0,100089.93,102850.93,317182.68,543628.44,0.0,41.16
39049007199,68375.0,6923.0,2992.0,0.1052,False,0.16620710941531236,1.1662,45.41,Moderate hardship,56.0,263.77740641711233,50.11,207.0,16890.94,20566.76,18356.88,44421.46,0.0,100236.04,102744.71,316083.92,540459.51,0.0,40.55
39049007202,75943.0,4082.0,1763.0,0.0057,False,0.13326446897114175,1.1333,48.6,Moderate hardship,18.0,111.1378332387975,17.9,258.0,12779.25,8174.41,6690.63,25154.03,0.0,52798.32,54082.56,166261.86,284077.32,0.0,48.86
39049007205,89750.0,6035.0,3489.0,0.0,True,0.1884196552618185,1.1884,51.1,Moderate hardship,35.0,115.89137288621382,35.0,255.0,44028.63,8739.58,13097.18,10443.29,0.0,76308.68,78695.71,243576.43,419019.58,0.0,39.25
39049007209,101714.0,9370.0,4417.0,0.0038,False,0.1296270821080292,1.1296,49.65,Moderate hardship,0.0,137.88770658818203,0.0,449.0,0.0,9758.06,0.0,39669.81,0.0,49427.87,50343.02,153877.36,261390.67,3.24,40.57
39049007211,244141.0,4128.0,1389.0,0.0,True,0.12891591548296133,1.1289,31.34,Moderate hardship,0.0,145.62419006479482,0.0,49.0,0.0,10907.6,0.0,38551.07,0.0,49458.67,50412.12,154208.35,262164.13,0.0,6.27
39049007212,193401.0,5183.0,1853.0,0.0,True,0.15488558196596375,1.1549,35.91,Moderate hardship,21.0,232.15812196438208,21.0,130.0,22153.4,18248.9,7858.31,39998.63,0.0,88259.24,90532.25,278717.64,476929.37,0.0,21.92
39049007213,217802.0,5849.0,1949.0,0.0013,False,0.153954579867163,1.154,35.65,Moderate hardship,0.0,123.04207285787584,0.0,41.0,0.0,9057.09,0.0,57005.82,0.0,66062.91,67154.55,204845.69,347234.22,3.85,10.68
39049007214,57717.0,3568.0,2112.0,0.0,True,0.321496852486549,1.3215,56.53,High-need transit burden,106.0,297.33333333333337,106.0,538.0,33987.53,29469.45,39665.73,9435.51,1217282.15,1329840.37,1369979.39,4235284.95,7276319.23,0.0,65.11
39049007215,101607.0,6710.0,3288.0,0.0,True,0.18355630701003287,1.1836,47.64,Moderate hardship,55.0,302.0316301703163,55.0,230.0,56079.99,24345.49,20581.28,17666.6,0.0,118673.36,122458.24,379267.94,652883.85,0.0,36.61
39049007301,111452.0,6451.0,2364.0,0.0019,False,0.15304433492188263,1.153,46.96,Moderate hardship,171.0,352.0215736040609,170.68,129.0,274649.28,28339.55,63845.04,44030.41,0.0,410864.28,423876.78,1312443.56,2258545.19,0.0,31.27
39049007302,79459.0,4134.0,2074.0,0.0019,False,0.12900800858009184,1.129,49.18,Moderate hardship,0.0,0.0,0.0,184.0,0.0,0.0,0.0,22359.41,0.0,22359.41,22627.72,68701.03,115886.73,0.0,42.01
39049007303,85428.0,6654.0,2504.0,0.0006,False,0.21935900013262677,1.2194,46.93,Moderate hardship,0.0,297.62300319488816,0.0,112.0,0.0,24697.21,0.0,50939.03,0.0,75636.24,77358.88,237476.3,405203.48,5.48,32.88
39049007305,86840.0,5095.0,2303.0,0.0045,False,0.31203160844040256,1.312,51.19,High-need transit burden,67.0,384.9457229700391,66.7,348.0,31581.79,37171.42,24937.01,43193.06,0.0,136883.28,140803.1,434717.02,746008.34,0.0,48.45
39049007306,195385.0,4091.0,1514.0,0.0,True,0.12641756339223437,1.1264,35.27,Moderate hardship,0.0,0.0,0.0,17.0,0.0,0.0,0.0,27329.93,0.0,27329.93,27657.89,83973.33,141648.46,0.0,14.89
39049007394,204833.0,4068.0,1442.0,0.0006,False,0.1373657875191578,1.1374,35.52,Moderate hardship,33.0,78.99029126213593,32.98,28.0,91012.53,5704.63,12339.8,29029.95,0.0,138086.91,142185.91,439399.14,754689.24,0.0,12.4
39049007397,86354.0,3314.0,1438.0,0.0115,False,0.16061206208310794,1.1606,46.96,Moderate hardship,40.0,94.48817802503477,39.54,90.0,38288.88,7142.58,14762.03,29659.58,0.0,89853.07,92239.56,284180.2,486599.21,4.02,37.7
39049007398,113974.0,9447.0,2757.0,0.0,True,0.1066685317692205,1.1067,44.3,Moderate hardship,43.0,43.0,43.0,100.0,44486.25,2870.82,16090.82,83416.24,0.0,146864.13,149953.6,459461.29,782349.26,0.0,30.48
39049007424,104190.0,7350.0,2167.0,0.0357,False,0.20389351608235062,1.2039,45.0,Moderate hardship,89.0,403.62251961236734,85.82,135.0,55923.3,33958.42,31884.98,78373.89,0.0,200140.59,205363.65,632440.18,1082511.83,10.19,34.87
39049007425,85104.0,2305.0,1100.0,0.0026,False,0.20805927390115111,1.2081,46.45,Moderate hardship,0.0,25.14545454545454,0.0,174.0,0.0,1882.35,0.0,13231.48,0.0,15113.83,15357.31,46825.45,79338.7,0.0,48.53
39049007426,110735.0,3552.0,1566.0,0.014,False,0.19459186883846616,1.1946,46.1,Moderate hardship,67.0,240.42911877394636,66.06,120.0,85365.2,20732.42,24650.77,17251.86,0.0,148000.25,152744.28,473128.69,814541.47,0.0,35.82
39049007427,104348.0,5674.0,2436.0,0.0255,False,0.19179888353979313,1.1918,47.09,Moderate hardship,26.0,307.45812807881777,25.34,151.0,26974.09,25559.75,9433.99,34422.85,0.0,96390.68,99133.89,306017.59,525070.88,0.0,35.23
39049007492,108214.0,6325.0,2594.0,0.0306,False,0.2667398879886338,1.2667,46.91,Moderate hardship,256.0,624.2097147262914,248.17,256.0,145213.42,61487.0,92298.11,49600.07,0.0,348598.6,359350.64,1111790.29,1911821.52,0.0,36.6
39049007494,112250.0,4131.0,1478.0,0.0096,False,0.10618785721456635,1.1062,42.54,Moderate hardship,26.0,39.12990527740189,25.75,19.0,30867.48,2670.93,9617.28,36382.07,0.0,79537.76,81415.33,250098.36,426968.84,0.0,27.73
39049007511,42141.0,2194.0,923.0,0.0191,False,0.3252846721062875,1.3253,55.78,High-need transit burden,25.0,140.24485373781147,24.52,80.0,15336.02,13290.56,9140.46,26546.78,539593.24,603907.06,621776.77,1921119.52,3298650.8,0.0,48.13
39049007512,49935.0,4669.0,1695.0,0.0115,False,0.37306182666924187,1.3731,54.52,High-need transit burden,144.0,603.2513274336284,142.34,219.0,45151.25,68963.5,53141.83,34912.65,438689.18,640858.41,660450.23,2042659.22,3511048.59,0.0,47.17
39049007520,39896.0,3032.0,1150.0,0.0306,False,0.2928567272185543,1.2929,54.35,High-need transit burden,74.0,263.6521739130435,71.74,208.0,19091.2,25788.0,26681.17,18838.55,1271361.32,1361760.24,1402622.82,4335451.05,7447100.63,0.0,58.76
39049007531,42143.0,2602.0,1220.0,0.0134,False,0.22244076870074794,1.2224,55.29,High-need transit burden,88.0,215.41147540983607,86.82,201.0,50835.29,19723.02,32401.41,11413.45,180554.41,294927.58,303957.98,940120.94,1615968.59,0.0,56.83
39049007532,45000.0,3208.0,1192.0,0.0038,False,0.15527836012797822,1.1553,55.92,High-need transit burden,56.0,180.3154362416107,55.79,351.0,32369.77,14606.76,20861.03,20155.54,1173546.81,1261539.91,1299299.95,4015780.21,6897455.4,0.0,71.18
39049007533,48558.0,1856.0,659.0,0.0013,False,0.2473388641986356,1.2473,53.54,High-need transit burden,13.0,59.144157814871015,12.98,48.0,9526.59,4849.38,4855.92,16683.12,92110.61,128025.62,131662.19,406339.01,696925.44,0.0,45.26
39049007534,42135.0,4142.0,1411.0,0.0064,False,0.2651821573346211,1.2652,57.18,High-need transit burden,26.0,516.6491849751949,25.83,343.0,11653.85,53896.06,9653.34,46598.29,1308508.74,1430310.28,1473199.26,4553560.97,7821784.91,0.0,66.03
39049007550,79028.0,2967.0,1157.0,0.044,False,0.25383373789300856,1.2538,50.9,High-need transit burden,3.0,205.15125324114086,2.87,194.0,2538.66,18634.46,1064.52,15635.85,0.0,37873.49,39015.14,120647.26,207395.64,6.35,51.31
39049007552,66544.0,4795.0,1250.0,0.0153,False,0.20080354743686185,1.2008,50.02,Moderate hardship,78.0,337.568,76.81,119.0,52944.18,29457.72,28654.73,65486.09,0.0,176542.72,181223.57,558326.14,956047.25,0.0,44.65
39049007553,49219.0,5915.0,2379.0,0.0077,False,0.24985392380434557,1.2499,57.0,High-need transit burden,291.0,768.2786885245902,288.76,614.0,139256.1,80067.03,107889.03,55887.84,2936718.92,3319818.92,3419765.35,10571434.66,18160748.96,0.0,66.73
39049007710,48725.0,4247.0,1738.0,0.0306,False,0.3963866648643616,1.3964,60.81,High-need transit burden,221.0,598.6852704257767,214.24,245.0,215733.67,71373.01,79679.04,33023.79,41652.87,441462.38,455862.69,1412810.57,2433610.32,9.91,51.51
39049007721,44269.0,5886.0,1856.0,0.021,False,0.19278405716155583,1.1928,56.05,High-need transit burden,285.0,602.5538793103448,279.02,424.0,154603.25,56367.35,103972.15,42043.45,1609768.05,1966754.25,2026098.76,6263680.18,10761270.93,0.0,63.87
39049007722,62372.0,4177.0,1593.0,0.0051,False,0.2321415680059798,1.2321,50.63,Moderate hardship,93.0,251.72128060263654,92.53,96.0,65768.44,21973.04,34589.87,39089.79,0.0,161421.14,166045.65,512625.13,879602.17,0.0,40.34
39049007730,64185.0,3252.0,1313.0,0.0306,False,0.23643275596306196,1.2364,52.87,Moderate hardship,44.0,262.53769992383855,42.65,106.0,53316.71,24193.08,15862.17,23847.3,0.0,117219.26,120856.76,373998.14,643284.59,5.91,38.08
39049007740,58516.0,1653.0,852.0,0.0102,False,0.439401225906214,1.4394,57.42,High-need transit burden,21.0,221.17605633802816,20.79,114.0,19215.23,26769.21,7763.85,4882.89,0.0,58631.18,60761.02,189009.17,326821.26,0.0,43.63
39049007811,72917.0,4010.0,1909.0,0.0115,False,0.208846716739009,1.2088,50.79,Moderate hardship,39.0,184.85070717653218,38.55,173.0,35549.17,15260.92,14392.42,18706.64,0.0,83909.15,86424.4,267166.7,459045.66,0.0,43.43
39049007812,80375.0,4747.0,2186.0,0.0446,False,0.28054830681455845,1.2805,53.09,High-need transit burden,120.0,505.9702653247941,114.65,349.0,119902.8,51304.03,42519.91,11997.3,0.0,225724.04,233436.28,724572.38,1250045.32,21.04,50.66
39049007820,47847.0,4233.0,1982.0,0.0153,False,0.27364371690425127,1.2736,57.04,High-need transit burden,347.0,798.7598385469223,341.69,374.0,267784.51,95591.35,127470.85,19297.98,116247.46,626392.15,646971.99,2005515.56,3455217.94,0.0,56.66
39049007830,38983.0,2752.0,1863.0,0.0128,False,0.12753363189927258,1.1275,52.68,High-need transit burden,132.0,187.60279119699408,130.31,402.0,48437.54,15286.82,48637.82,2003.48,3094847.8,3209213.46,3305682.1,10218165.4,17552556.74,0.0,62.48
39049007922,119792.0,6580.0,2662.0,0.0204,False,0.1727307051991449,1.1727,45.32,Moderate hardship,100.0,249.65439519158528,97.96,212.0,113370.33,19565.64,36507.56,40918.21,0.0,210361.74,216613.86,669434.07,1149845.58,0.0,34.79
39049007931,130634.0,4362.0,1688.0,0.0089,False,0.13751336637003964,1.1375,40.49,Moderate hardship,28.0,72.35545023696683,27.75,28.0,30234.01,5184.0,10365.7,29216.25,0.0,74999.96,76901.17,236641.99,404712.47,3.44,24.59
39049007941,98352.0,3235.0,1447.0,0.0032,False,0.09882350914137764,1.0988,43.1,Moderate hardship,0.0,0.0,0.0,105.0,0.0,0.0,0.0,15442.37,0.0,15442.37,15627.68,47447.88,80036.35,0.0,36.43
39049007955,106875.0,2773.0,1088.0,0.0057,False,0.22273783344979461,1.2227,45.67,Moderate hardship,0.0,35.68198529411765,0.0,55.0,0.0,2718.75,0.0,11929.79,0.0,14648.54,14914.04,45567.79,77373.78,0.0,33.32
39049007956,105187.0,5000.0,1827.0,0.0038,False,0.17036703852840754,1.1704,45.18,Moderate hardship,15.0,71.15489874110564,14.94,45.0,16033.2,5210.11,5586.37,50782.76,0.0,77612.44,79157.11,242270.65,412072.5,0.0,30.53
39049007957,92378.0,5781.0,2763.0,0.0057,False,0.25300502341015196,1.253,54.69,High-need transit burden,0.0,175.75244299674267,0.0,329.0,0.0,14418.17,0.0,33518.71,0.0,47936.88,48987.92,150254.36,256151.45,0.0,44.8
39049007958,147159.0,3455.0,1355.0,0.0006,False,0.19739534459084646,1.1974,44.22,Moderate hardship,25.0,196.33579335793357,24.98,77.0,63221.06,16510.26,9346.52,20657.91,0.0,109735.75,113173.01,350313.97,602698.47,4.93,24.15
39049007959,92336.0,2120.0,883.0,0.0,True,0.1464370999981499,1.1464,43.81,Moderate hardship,0.0,0.0,0.0,27.0,0.0,0.0,0.0,8407.52,0.0,8407.52,8508.41,25832.76,43575.38,0.0,32.66
39049007960,96875.0,4613.0,1765.0,0.0006,False,0.1311785856884049,1.1312,46.62,Moderate hardship,0.0,28.749575070821532,0.0,47.0,0.0,1987.77,0.0,25801.8,0.0,27789.57,28188.64,85794.32,145092.16,0.0,32.16
39049007961,170833.0,5495.0,1724.0,0.0,True,0.08163205164782496,1.0816,38.4,Moderate hardship,0.0,41.435614849187935,0.0,32.0,0.0,2749.84,0.0,55001.86,0.0,57751.7,58535.47,178012.0,300790.02,0.0,19.65
39049007962,99643.0,5749.0,2202.0,0.0026,False,0.12320658336321921,1.1232,45.32,Moderate hardship,86.0,109.65395095367847,85.78,312.0,51708.03,7812.65,32082.61,49242.82,0.0,140846.11,144400.44,444293.04,759725.08,0.0,44.49
39049007963,125188.0,3877.0,1539.0,0.0,True,0.09427937632590498,1.0943,41.52,Moderate hardship,0.0,0.0,0.0,13.0,0.0,0.0,0.0,25101.56,0.0,25101.56,25402.78,77126.49,130099.03,0.0,25.28
39049007964,95400.0,6309.0,2842.0,0.0,True,0.12081439227954394,1.1208,49.97,Moderate hardship,59.0,166.4936664320901,59.0,390.0,76398.48,12082.78,22078.1,33929.2,0.0,144488.56,148665.33,459078.07,787901.98,0.0,45.49
39049007965,71484.0,3730.0,1719.0,0.0019,False,0.18246965280520258,1.1825,53.15,High-need transit burden,118.0,273.4031413612566,117.78,431.0,90084.03,23663.47,44057.12,18146.83,0.0,175951.45,181488.44,561836.69,966683.04,0.0,62.13
39049007966,87889.0,5796.0,2104.0,0.0383,False,0.09385836689113732,1.0939,47.89,Moderate hardship,51.0,71.62357414448668,49.05,177.0,70205.93,4875.22,18214.16,42727.73,0.0,136023.04,139667.72,430394.65,737111.61,2.35,40.1
39049008001,123871.0,3521.0,1264.0,0.0,True,0.11523433038387432,1.1152,41.46,Moderate hardship,0.0,0.0,0.0,45.0,0.0,0.0,0.0,28499.36,0.0,28499.36,28841.35,87566.5,147709.51,0.0,28.51
39049008002,97566.0,3559.0,1334.0,0.0,True,0.11618489081434186,1.1162,43.37,Moderate hardship,0.0,32.014992503748125,0.0,12.0,0.0,2201.97,0.0,31986.86,0.0,34188.83,34671.76,105500.59,178373.31,0.0,28.42
39049008110,52979.0,4063.0,1708.0,0.0159,False,0.3044942906679861,1.3045,51.62,High-need transit burden,44.0,430.5638173302108,43.3,181.0,10261.08,44414.06,16151.55,32873.4,0.0,103700.09,106856.13,330510.66,568260.97,0.0,46.17
