GEOID,housing_cost_ratio,transport_cost_ratio,ht_combined_ratio,ht_above_threshold
39049009497,0.16366344827586207,0.10841158620689655,0.2720750344827586,False
39049009498,0.21222791293213827,0.15527528809218952,0.36750320102432776,False
39049009520,0.19959296409361826,0.12046324562678684,0.3200562097204051,False
39049009590,0.23213204729811535,0.1338768042831968,0.36600885158131213,False
39049009600,0.21076383595060222,0.15152309803323677,0.362286933983839,False
39049009711,0.20415718746908956,0.14130480860263675,0.34546199607172634,False
39049009712,0.2192341178259007,0.13819598955238319,0.35743010737828385,False
39049009751,0.15929607002826662,0.07573022096592809,0.2350262909941947,False
39049009752,0.24657459119036956,0.09140517170461504,0.3379797628949846,False
39049009753,0.1659502228752395,0.09476516196924421,0.2607153848444837,False
39049009754,0.13894753938606463,0.06705105300200313,0.20599859238806778,False
39049009755,0.16332649115485184,0.08332580977608191,0.24665230093093377,False
39049009756,0.1855711910458656,0.13224650905011018,0.31781770009597576,False
39049009757,0.18836001887957013,0.12102288542763437,0.3093829043072045,False
39049009801,,0.09960100250626568,,False
39049009802,0.2935686915296365,0.1147670391125738,0.4083357306422103,False
39049009900,0.2986585914026828,0.23061818353876362,0.5292767749414464,True
39049010000,0.2835440151633912,0.14181761176587954,0.42536162692927076,False
39049010100,0.2256910569105691,0.13433062330623308,0.36002168021680214,False
39049010201,0.26869418120304855,0.17652472852283682,0.4452189097258854,False
39049010202,0.14004594512591564,0.10836114602748038,0.24840709115339604,False
39049010203,0.2517533807013523,0.14495224998089998,0.3967056306822523,False
39049010204,0.28792173864710136,0.1747540436885109,0.46267578233561224,True
