GEOID,affected_workers_estimate,lost_wages_annual,transit_dependent_population_estimate,healthcare_annual,forced_drive_commuters_estimate,environment_annual,education_annual,ht_burdened_households_estimate,forgone_affordability_annual,cost_of_inaction_annual,annual_cost_year_1,annual_cost_year_2,annual_cost_year_3,annual_cost_year_4,annual_cost_year_5,cumulative_delay_1yr_cost,cumulative_delay_3yr_cost,cumulative_delay_5yr_cost,safety_warning_score,displacement_risk_score
39049006721,6.0,15281.03,50.54726368159204,3551.84,5.98,2236.58,34943.42,121.0,0.0,56012.87,57182.77,58385.02,59620.68,60890.87,62196.75,57182.77,175188.47,298276.09,0.0,29.14
39049006722,22.0,12080.5,66.18703241895261,5073.62,21.94,8205.79,15352.91,69.0,0.0,40712.82,41753.33,42826.25,43932.72,45073.92,46251.06,41753.33,128512.3,219837.28,0.0,35.04
39049006810,6.0,10109.83,25.867906976744184,1851.36,5.99,2240.64,20265.21,37.0,0.0,34467.04,35203.39,35960.2,36738.13,37537.88,38360.17,35203.39,107901.72,183799.77,0.0,28.55
39049006821,9.0,3921.23,747.7311046511628,101851.25,8.66,3215.79,18175.44,417.0,1367417.5,1494581.21,1540622.78,1588110.71,1637091.45,1687612.98,1739724.86,1540622.78,4765824.94,8193162.78,0.0,57.59
39049006822,0.0,0.0,25.787234042553195,1886.72,0.0,0.0,8362.2,38.0,0.0,10248.92,10434.17,10624.44,10819.93,11020.82,11227.32,10434.17,31878.54,54126.68,0.0,33.19
39049006910,0.0,0.0,19.520504731861198,1352.2,0.0,0.0,15127.51,14.0,0.0,16479.71,16722.09,16969.38,17221.75,17479.33,17742.29,16722.09,50913.22,86134.84,0.0,14.82
39049006921,118.0,78061.67,227.09369024856593,20222.79,115.06,42841.61,18669.16,187.0,0.0,159795.23,164732.48,169835.78,175111.01,180564.28,186201.92,164732.48,509679.27,876445.47,11.61,49.39
39049006923,98.0,160289.35,484.3366600133067,50974.49,96.5,36000.28,30786.65,163.0,0.0,278050.77,287224.2,296724.13,306562.72,316752.54,327306.68,287224.2,890511.05,1534570.27,0.0,31.67
39049006924,177.0,176058.09,394.7992485238862,37769.51,173.39,64618.68,23752.42,323.0,0.0,302198.7,311960.86,322058.98,332505.1,343311.71,354491.75,311960.86,966524.94,1664328.4,0.0,55.35
39049006931,82.0,40832.34,379.301446051168,32093.37,78.6,29168.39,51757.86,302.0,0.0,153851.96,158075.6,162439.93,166950.17,171611.75,176430.31,158075.6,487465.7,835507.76,0.0,46.8
39049006932,114.0,32914.8,228.835027365129,18000.94,113.57,42466.16,67224.86,217.0,0.0,160606.76,164437.17,168380.58,172440.81,176621.84,180927.79,164437.17,505258.56,862808.19,4.97,42.57
39049006933,338.0,155323.14,1426.3431241655542,192317.34,322.49,119569.55,62916.72,493.0,2053513.96,2583640.71,2663080.96,2745032.87,2829578.06,2916800.86,3006788.44,2663080.96,8237691.89,14161281.19,0.0,60.94
39049006943,8.0,3994.44,76.52368558042686,5948.77,7.78,2894.95,43079.99,123.0,0.0,55918.15,56914.98,57936.77,58984.34,60058.56,61160.34,56914.98,173836.09,295054.99,0.0,41.58
39049006944,21.0,20141.12,72.42813455657493,5657.28,20.88,7804.49,25137.17,71.0,0.0,58740.06,60196.34,61697.24,63244.31,64839.15,66483.43,60196.34,185137.89,316460.47,0.0,37.54
39049006945,184.0,102990.15,978.3037974683544,106085.98,178.83,66542.99,48269.81,529.0,2103121.51,2427010.44,2500725.42,2576722.74,2655074.39,2735854.67,2819140.3,2500725.42,7732522.55,13287517.52,0.0,61.72
39049006950,0.0,0.0,19.9486099410278,1500.68,0.0,0.0,10693.62,9.0,0.0,12194.3,12390.15,12590.59,12795.75,13005.82,13220.94,12390.15,37776.49,64003.25,0.0,23.03
39049006991,29.0,37501.01,121.1190345584202,9148.68,28.45,10605.46,22961.57,50.0,0.0,80216.72,82481.62,84820.92,87237.27,89733.41,92312.19,82481.62,254539.81,436585.41,0.0,23.11
39049006992,151.0,45524.35,366.7951807228916,34023.28,150.52,56289.29,31508.38,385.0,432923.93,600269.23,618166.68,636618.15,655641.3,675254.4,695476.3,618166.68,1910426.13,3281156.83,0.0,58.47
39049007010,24.0,18979.71,192.40901213171577,15673.76,23.86,8918.35,19049.52,157.0,0.0,62621.34,64442.5,66326.97,68277.16,70295.58,72384.85,64442.5,199046.63,341727.06,0.0,45.18
39049007020,112.0,72683.57,297.38790035587186,23790.31,111.85,41843.95,35618.58,351.0,0.0,173936.41,179024.42,184280.93,189711.92,195323.64,201122.53,179024.42,553017.27,949463.44,0.0,44.77
39049007041,0.0,0.0,93.0058536585366,7493.33,0.0,0.0,10827.88,79.0,0.0,18321.21,18788.34,19272.21,19773.51,20292.98,20831.39,18788.34,57834.06,98958.43,0.0,40.2
39049007043,212.0,117753.59,299.7098930481283,24417.9,207.95,77518.67,40951.06,513.0,0.0,260641.22,268290.78,276188.38,284342.58,292762.24,301456.54,268290.78,828821.74,1423040.52,0.0,52.25
39049007044,63.0,42877.43,117.65461432506886,8481.91,62.88,23521.07,17196.58,665.0,0.0,92076.99,94753.77,97517.43,100370.98,103317.53,106360.31,94753.77,292642.18,502320.02,3.31,55.66
39049007047,33.0,15973.97,105.47277936962752,8009.05,33.0,12348.76,19924.72,248.0,0.0,56256.5,57723.81,59237.5,60799.2,62410.62,64073.53,57723.81,177760.51,304244.66,0.0,45.5
39049007048,0.0,0.0,37.45110410094637,2621.59,0.0,0.0,40913.49,89.0,0.0,43535.08,44144.01,44764.15,45395.79,46039.27,46694.9,44144.01,134303.95,227038.12,0.0,32.43
39049007101,1.0,425.16,58.66017699115044,4368.65,1.0,374.2,21542.32,128.0,0.0,26710.33,27189.66,27681.7,28186.9,28705.74,29238.72,27189.66,83058.26,141002.72,0.0,41.72
39049007102,0.0,0.0,264.92273730684326,26993.46,0.0,0.0,20439.24,123.0,0.0,47432.7,48892.68,50410.26,51987.94,53628.33,55334.14,48892.68,151290.88,260253.35,0.0,36.97
39049007103,24.0,18454.23,57.41397533763946,4023.49,23.88,8926.9,27261.61,135.0,0.0,58666.23,60043.5,61461.02,62920.15,64422.28,65968.84,60043.5,184424.67,314815.79,0.0,38.23
39049007112,109.0,104428.21,364.833904109589,31128.67,106.71,39763.7,44942.51,237.0,0.0,220263.09,226852.27,233663.73,240705.5,247985.87,255513.48,226852.27,701221.5,1204720.85,0.0,38.77
39049007113,21.0,14784.8,93.78821656050955,6544.16,20.6,7679.18,47692.77,315.0,0.0,76700.91,78277.16,79896.44,81560.18,83269.87,85027.05,78277.16,239733.78,408030.7,0.0,51.38
39049007114,103.0,50006.01,436.41269841269843,38687.9,102.08,38130.85,44712.66,219.0,0.0,171537.42,176518.41,181669.27,186996.34,192506.22,198205.76,176518.41,545184.02,935896.0,0.0,45.73
39049007115,186.0,100954.39,626.471017430077,65002.53,182.09,67852.8,37869.43,420.0,0.0,271679.15,280288.42,289200.85,298427.82,307981.15,317873.13,280288.42,867917.09,1493771.37,0.0,55.3
39049007120,21.0,19211.38,48.61336379211879,3483.93,20.97,7845.04,35076.52,87.0,0.0,65616.87,67063.09,68549.85,70078.48,71650.35,73266.88,67063.09,205691.42,350608.65,3.97,34.63
39049007193,106.0,62253.47,347.3052276559865,29920.94,105.86,39603.04,51424.49,128.0,0.0,183201.94,188334.42,193635.91,199112.52,204770.57,210616.64,188334.42,581082.85,996470.06,0.0,28.55
39049007198,68.0,46543.58,68.0,4806.65,68.0,25445.94,23293.76,128.0,0.0,100089.93,102850.93,105697.93,108633.82,111661.55,114784.21,102850.93,317182.68,543628.44,0.0,41.16
39049007199,56.0,16890.94,263.77740641711233,20566.76,50.11,18356.88,44421.46,207.0,0.0,100236.04,102744.71,105333.58,108005.63,110763.92,113611.67,102744.71,316083.92,540459.51,0.0,40.55
39049007202,18.0,12779.25,111.1378332387975,8174.41,17.9,6690.63,25154.03,258.0,0.0,52798.32,54082.56,55406.8,56772.5,58181.15,59634.31,54082.56,166261.86,284077.32,0.0,48.86
39049007205,35.0,44028.63,115.89137288621382,8739.58,35.0,13097.18,10443.29,255.0,0.0,76308.68,78695.71,81164.07,83716.65,86356.48,89086.67,78695.71,243576.43,419019.58,0.0,39.25
39049007209,0.0,0.0,137.88770658818203,9758.06,0.0,0.0,39669.81,449.0,0.0,49427.87,50343.02,51283.64,52250.7,53245.18,54268.13,50343.02,153877.36,261390.67,3.24,40.57
39049007211,0.0,0.0,145.62419006479482,10907.6,0.0,0.0,38551.07,49.0,0.0,49458.67,50412.12,51393.22,52403.01,53442.61,54513.17,50412.12,154208.35,262164.13,0.0,6.27
39049007212,21.0,22153.4,232.15812196438208,18248.9,21.0,7858.31,39998.63,130.0,0.0,88259.24,90532.25,92880.02,95305.37,97811.19,100400.54,90532.25,278717.64,476929.37,0.0,21.92
39049007213,0.0,0.0,123.04207285787584,9057.09,0.0,0.0,57005.82,41.0,0.0,66062.91,67154.55,68272.74,69418.4,70592.5,71796.03,67154.55,204845.69,347234.22,3.85,10.68
39049007214,106.0,33987.53,297.33333333333337,29469.45,106.0,39665.73,9435.51,538.0,1217282.15,1329840.37,1369979.39,1411341.43,1453964.13,1497886.3,1543147.98,1369979.39,4235284.95,7276319.23,0.0,65.11
39049007215,55.0,56079.99,302.0316301703163,24345.49,55.0,20581.28,17666.6,230.0,0.0,118673.36,122458.24,126376.52,130433.18,134633.39,138982.52,122458.24,379267.94,652883.85,0.0,36.61
39049007301,171.0,274649.28,352.0215736040609,28339.55,170.68,63845.04,44030.41,129.0,0.0,410864.28,423876.78,437329.35,451237.43,465617.0,480484.63,423876.78,1312443.56,2258545.19,0.0,31.27
39049007302,0.0,0.0,0.0,0.0,0.0,0.0,22359.41,184.0,0.0,22359.41,22627.72,22899.26,23174.05,23452.14,23733.56,22627.72,68701.03,115886.73,0.0,42.01
39049007303,0.0,0.0,297.62300319488816,24697.21,0.0,0.0,50939.03,112.0,0.0,75636.24,77358.88,79138.87,80978.55,82880.35,84846.83,77358.88,237476.3,405203.48,5.48,32.88
39049007305,67.0,31581.79,384.9457229700391,37171.42,66.7,24937.01,43193.06,348.0,0.0,136883.28,140803.1,144858.68,149055.24,153398.18,157893.14,140803.1,434717.02,746008.34,0.0,48.45
39049007306,0.0,0.0,0.0,0.0,0.0,0.0,27329.93,17.0,0.0,27329.93,27657.89,27989.78,28325.66,28665.57,29009.56,27657.89,83973.33,141648.46,0.0,14.89
39049007394,33.0,91012.53,78.99029126213593,5704.63,32.98,12339.8,29029.95,28.0,0.0,138086.91,142185.91,146419.85,150793.38,155311.35,159978.75,142185.91,439399.14,754689.24,0.0,12.4
39049007397,40.0,38288.88,94.48817802503477,7142.58,39.54,14762.03,29659.58,90.0,0.0,89853.07,92239.56,94700.92,97239.72,99858.62,102560.39,92239.56,284180.2,486599.21,4.02,37.7
39049007398,43.0,44486.25,43.0,2870.82,43.0,16090.82,83416.24,100.0,0.0,146864.13,149953.6,153125.45,156382.24,159726.63,163161.34,149953.6,459461.29,782349.26,0.0,30.48
39049007424,89.0,55923.3,403.62251961236734,33958.42,85.82,31884.98,78373.89,135.0,0.0,200140.59,205363.65,210755.19,216321.34,222068.47,228003.18,205363.65,632440.18,1082511.83,10.19,34.87
39049007425,0.0,0.0,25.14545454545454,1882.35,0.0,0.0,13231.48,174.0,0.0,15113.83,15357.31,15606.51,15861.63,16122.85,16390.4,15357.31,46825.45,79338.7,0.0,48.53
39049007426,67.0,85365.2,240.42911877394636,20732.42,66.06,24650.77,17251.86,120.0,0.0,148000.25,152744.28,157652.76,162731.65,167987.14,173425.64,152744.28,473128.69,814541.47,0.0,35.82
39049007427,26.0,26974.09,307.45812807881777,25559.75,25.34,9433.99,34422.85,151.0,0.0,96390.68,99133.89,101972.75,104910.95,107952.35,111100.94,99133.89,306017.59,525070.88,0.0,35.23
39049007492,256.0,145213.42,624.2097147262914,61487.0,248.17,92298.11,49600.07,256.0,0.0,348598.6,359350.64,370469.9,381969.75,393864.05,406167.18,359350.64,1111790.29,1911821.52,0.0,36.6
39049007494,26.0,30867.48,39.12990527740189,2670.93,25.75,9617.28,36382.07,19.0,0.0,79537.76,81415.33,83347.37,85335.66,87382.05,89488.43,81415.33,250098.36,426968.84,0.0,27.73
39049007511,25.0,15336.02,140.24485373781147,13290.56,24.52,9140.46,26546.78,80.0,539593.24,603907.06,621776.77,640187.34,659155.41,678698.12,698833.16,621776.77,1921119.52,3298650.8,0.0,48.13
39049007512,144.0,45151.25,603.2513274336284,68963.5,142.34,53141.83,34912.65,219.0,438689.18,640858.41,660450.23,680670.08,701538.91,723078.39,745310.98,660450.23,2042659.22,3511048.59,0.0,47.17
39049007520,74.0,19091.2,263.6521739130435,25788.0,71.74,26681.17,18838.55,208.0,1271361.32,1361760.24,1402622.82,1444724.63,1488103.6,1532798.85,1578850.73,1402622.82,4335451.05,7447100.63,0.0,58.76
39049007531,88.0,50835.29,215.41147540983607,19723.02,86.82,32401.41,11413.45,201.0,180554.41,294927.58,303957.98,313274.99,322887.97,332806.64,343041.01,303957.98,940120.94,1615968.59,0.0,56.83
39049007532,56.0,32369.77,180.3154362416107,14606.76,55.79,20861.03,20155.54,351.0,1173546.81,1261539.91,1299299.95,1338201.36,1378278.9,1419568.4,1462106.79,1299299.95,4015780.21,6897455.4,0.0,71.18
39049007533,13.0,9526.59,59.144157814871015,4849.38,12.98,4855.92,16683.12,48.0,92110.61,128025.62,131662.19,135408.58,139268.24,143244.73,147341.7,131662.19,406339.01,696925.44,0.0,45.26
39049007534,26.0,11653.85,516.6491849751949,53896.06,25.83,9653.34,46598.29,343.0,1308508.74,1430310.28,1473199.26,1517402.06,1562959.65,1609914.3,1658309.64,1473199.26,4553560.97,7821784.91,0.0,66.03
39049007550,3.0,2538.66,205.15125324114086,18634.46,2.87,1064.52,15635.85,194.0,0.0,37873.49,39015.14,40200.55,41431.57,42710.13,44038.25,39015.14,120647.26,207395.64,6.35,51.31
39049007552,78.0,52944.18,337.568,29457.72,76.81,28654.73,65486.09,119.0,0.0,176542.72,181223.57,186056.26,191046.31,196199.46,201521.65,181223.57,558326.14,956047.25,0.0,44.65
39049007553,291.0,139256.1,768.2786885245902,80067.03,288.76,107889.03,55887.84,614.0,2936718.92,3319818.92,3419765.35,3522763.02,3628906.29,3738292.45,3851021.85,3419765.35,10571434.66,18160748.96,0.0,66.73
39049007710,221.0,215733.67,598.6852704257767,71373.01,214.24,79679.04,33023.79,245.0,41652.87,441462.38,455862.69,470763.85,486184.03,502142.11,518657.64,455862.69,1412810.57,2433610.32,9.91,51.51
39049007721,285.0,154603.25,602.5538793103448,56367.35,279.02,103972.15,42043.45,424.0,1609768.05,1966754.25,2026098.76,2087266.63,2150314.79,2215301.97,2282288.78,2026098.76,6263680.18,10761270.93,0.0,63.87
39049007722,93.0,65768.44,251.72128060263654,21973.04,92.53,34589.87,39089.79,96.0,0.0,161421.14,166045.65,170822.46,175757.02,180854.95,186122.09,166045.65,512625.13,879602.17,0.0,40.34
39049007730,44.0,53316.71,262.53769992383855,24193.08,42.65,15862.17,23847.3,106.0,0.0,117219.26,120856.76,124621.9,128519.48,132554.46,136731.99,120856.76,373998.14,643284.59,5.91,38.08
39049007740,21.0,19215.23,221.17605633802816,26769.21,20.79,7763.85,4882.89,114.0,0.0,58631.18,60761.02,62974.16,65273.99,67664.06,70148.03,60761.02,189009.17,326821.26,0.0,43.63
39049007811,39.0,35549.17,184.85070717653218,15260.92,38.55,14392.42,18706.64,173.0,0.0,83909.15,86424.4,89025.8,91716.5,94499.81,97379.15,86424.4,267166.7,459045.66,0.0,43.43
39049007812,120.0,119902.8,505.9702653247941,51304.03,114.65,42519.91,11997.3,349.0,0.0,225724.04,233436.28,241427.6,249708.5,258289.87,267183.07,233436.28,724572.38,1250045.32,21.04,50.66
39049007820,347.0,267784.51,798.7598385469223,95591.35,341.69,127470.85,19297.98,374.0,116247.46,626392.15,646971.99,668260.51,690283.06,713065.95,736636.43,646971.99,2005515.56,3455217.94,0.0,56.66
39049007830,132.0,48437.54,187.60279119699408,15286.82,130.31,48637.82,2003.48,402.0,3094847.8,3209213.46,3305682.1,3405057.09,3507426.21,3612879.92,3721511.42,3305682.1,10218165.4,17552556.74,0.0,62.48
39049007922,100.0,113370.33,249.65439519158528,19565.64,97.96,36507.56,40918.21,212.0,0.0,210361.74,216613.86,223073.19,229747.02,236642.89,243768.62,216613.86,669434.07,1149845.58,0.0,34.79
39049007931,28.0,30234.01,72.35545023696683,5184.0,27.75,10365.7,29216.25,28.0,0.0,74999.96,76901.17,78860.6,80880.22,82962.11,85108.37,76901.17,236641.99,404712.47,3.44,24.59
39049007941,0.0,0.0,0.0,0.0,0.0,0.0,15442.37,105.0,0.0,15442.37,15627.68,15815.21,16004.99,16197.05,16391.42,15627.68,47447.88,80036.35,0.0,36.43
39049007955,0.0,0.0,35.68198529411765,2718.75,0.0,0.0,11929.79,55.0,0.0,14648.54,14914.04,15186.77,15466.98,15754.97,16051.02,14914.04,45567.79,77373.78,0.0,33.32
39049007956,15.0,16033.2,71.15489874110564,5210.11,14.94,5586.37,50782.76,45.0,0.0,77612.44,79157.11,80742.77,82370.77,84042.49,85759.36,79157.11,242270.65,412072.5,0.0,30.53
39049007957,0.0,0.0,175.75244299674267,14418.17,0.0,0.0,33518.71,329.0,0.0,47936.88,48987.92,50072.99,51193.45,52350.74,53546.35,48987.92,150254.36,256151.45,0.0,44.8
39049007958,25.0,63221.06,196.33579335793357,16510.26,24.98,9346.52,20657.91,77.0,0.0,109735.75,113173.01,116729.96,120411.0,124220.7,128163.8,113173.01,350313.97,602698.47,4.93,24.15
39049007959,0.0,0.0,0.0,0.0,0.0,0.0,8407.52,27.0,0.0,8407.52,8508.41,8610.51,8713.84,8818.4,8924.22,8508.41,25832.76,43575.38,0.0,32.66
39049007960,0.0,0.0,28.749575070821532,1987.77,0.0,0.0,25801.8,47.0,0.0,27789.57,28188.64,28595.45,29010.23,29433.21,29864.63,28188.64,85794.32,145092.16,0.0,32.16
39049007961,0.0,0.0,41.435614849187935,2749.84,0.0,0.0,55001.86,32.0,0.0,57751.7,58535.47,59332.72,60143.81,60969.09,61808.93,58535.47,178012.0,300790.02,0.0,19.65
39049007962,86.0,51708.03,109.65395095367847,7812.65,85.78,32082.61,49242.82,312.0,0.0,140846.11,144400.44,148061.07,151831.53,155715.45,159716.59,144400.44,444293.04,759725.08,0.0,44.49
39049007963,0.0,0.0,0.0,0.0,0.0,0.0,25101.56,13.0,0.0,25101.56,25402.78,25707.61,26016.1,26328.3,26644.24,25402.78,77126.49,130099.03,0.0,25.28
39049007964,59.0,76398.48,166.4936664320901,12082.78,59.0,22078.1,33929.2,390.0,0.0,144488.56,148665.33,152978.85,157433.89,162035.4,166788.51,148665.33,459078.07,787901.98,0.0,45.49
39049007965,118.0,90084.03,273.4031413612566,23663.47,117.78,44057.12,18146.83,431.0,0.0,175951.45,181488.44,187213.84,193134.41,199257.12,205589.23,181488.44,561836.69,966683.04,0.0,62.13
39049007966,51.0,70205.93,71.62357414448668,4875.22,49.05,18214.16,42727.73,177.0,0.0,136023.04,139667.72,143425.81,147301.12,151297.61,155419.35,139667.72,430394.65,737111.61,2.35,40.1
39049008001,0.0,0.0,0.0,0.0,0.0,0.0,28499.36,45.0,0.0,28499.36,28841.35,29187.45,29537.7,29892.15,30250.86,28841.35,87566.5,147709.51,0.0,28.51
39049008002,0.0,0.0,32.014992503748125,2201.97,0.0,0.0,31986.86,12.0,0.0,34188.83,34671.76,35163.76,35665.07,36175.98,36696.74,34671.76,105500.59,178373.31,0.0,28.42
39049008110,44.0,10261.08,430.5638173302108,44414.06,43.3,16151.55,32873.4,181.0,0.0,103700.09,106856.13,110129.51,113525.02,117047.66,120702.65,106856.13,330510.66,568260.97,0.0,46.17
39049008120,99.0,90466.11,491.07414571244357,55356.68,97.3,36284.9,24295.05,196.0,0.0,206402.74,213258.77,220363.89,227727.64,235359.92,243271.05,213258.77,661350.3,1139981.27,0.0,46.3
39049008132,163.0,162117.85,367.64713759625045,31528.54,157.39,58490.92,35940.94,302.0,0.0,288078.25,297064.72,306355.37,315960.99,325892.77,336162.33,297064.72,919381.08,1581436.18,5.5,45.95
39049008163,170.0,116793.24,257.56198347107437,24222.84,168.69,63027.43,28449.1,285.0,0.0,232492.61,239587.48,246917.95,254492.29,262319.04,270407.06,239587.48,740997.72,1273723.82,0.0,57.82
39049008164,93.0,55720.32,262.3707983193277,22219.56,92.88,34747.12,42958.54,285.0,0.0,155645.54,159979.81,164455.24,169076.85,173849.87,178779.71,159979.81,493511.9,846141.48,0.0,51.89
39049008165,0.0,0.0,27.331103678929765,2083.66,0.0,0.0,7617.15,46.0,0.0,9700.81,9885.98,10076.47,10272.47,10474.21,10681.9,9885.98,30234.92,51391.03,11.08,38.36
39049008166,34.0,38562.62,71.61570680628272,5060.99,34.0,12722.97,28406.64,88.0,0.0,84753.22,86989.61,89295.53,91673.34,94125.5,96654.52,86989.61,267958.48,458738.5,0.0,30.25
39049008167,8.0,4265.27,20.668312757201647,1413.56,7.99,2989.12,24882.23,92.0,0.0,33550.18,34136.39,34736.14,35349.83,35977.87,36620.7,34136.39,104222.36,176820.93,2.94,40.24
39049008168,56.0,24971.57,134.93888166449935,10644.84,55.61,20780.41,23014.88,91.0,0.0,79411.7,81560.41,83777.57,86065.58,88426.94,90864.24,81560.41,251403.56,430694.74,4.63,40.41
39049008169,0.0,0.0,235.39110429447854,20969.7,0.0,0.0,32721.54,260.0,0.0,53691.24,55027.53,56411.01,57843.62,59327.43,60864.58,55027.53,169282.16,289474.17,0.0,48.24
39049008170,57.0,79510.31,206.1067297581493,16331.11,57.0,21329.68,40516.97,77.0,0.0,157688.07,162225.28,166912.12,171753.9,176756.11,181924.45,162225.28,500891.3,859571.86,14.84,33.58
39049008171,23.0,9035.69,59.19597989949749,4148.66,22.96,8588.48,16179.38,287.0,0.0,37952.21,38864.01,39802.98,40770.05,41766.17,42792.35,38864.01,119437.04,203995.56,0.0,52.44
39049008172,323.0,272720.88,484.4399286987523,41665.84,319.71,119393.02,43301.86,262.0,0.0,477081.6,492006.24,507430.2,523370.89,539846.39,556875.39,492006.24,1522807.33,2619529.11,0.0,41.24
39049008210,66.0,79446.55,284.758449304175,30815.9,62.97,23347.37,18119.12,123.0,0.0,151728.94,156697.4,161842.78,167171.7,172691.02,178407.88,156697.4,485711.88,836810.78,15.98,43.58
39049008230,100.0,66049.85,378.3345543345543,38589.92,98.47,36735.21,48309.18,92.0,1130966.7,1320650.86,1360126.24,1400808.47,1442735.07,1485944.8,1530477.59,1360126.24,4203669.78,7220092.17,0.0,49.93
39049008241,5.0,1515.74,118.89409862570736,9683.52,4.99,1866.31,27144.5,270.0,1108514.14,1148724.21,1182840.84,1217981.66,1254177.65,1291460.69,1329863.64,1182840.84,3655000.15,6276324.48,5.4,61.46
39049008242,0.0,0.0,100.85080796692972,7431.61,0.0,0.0,32856.26,254.0,0.0,40287.87,41016.57,41765.05,42534.04,43324.31,44136.66,41016.57,125315.66,212776.63,4.19,42.47
39049008311,204.0,208681.44,1020.9757225433527,148678.46,198.53,73892.72,45417.9,404.0,1591846.36,2068516.88,2132658.98,2198843.18,2267136.18,2337606.94,2410326.71,2132658.98,6598638.34,11346571.99,0.0,56.84
39049008312,129.0,54188.11,1051.0747422680413,150232.19,127.68,47681.03,64939.65,401.0,3326429.38,3643470.36,3753891.58,3867716.33,3985051.31,4106006.6,4230695.84,3753891.58,11606659.22,19943361.66,0.0,58.95
39049008321,104.0,39739.71,260.91002570694087,24677.14,102.94,38442.08,25976.37,93.0,0.0,128835.3,132609.43,136509.98,140541.54,144708.9,149017.01,132609.43,409660.95,703386.86,0.0,37.4
39049008322,26.0,18318.46,145.39509536784743,11384.14,25.97,9715.58,50091.49,189.0,0.0,89509.67,91507.09,93563.29,95680.33,97860.34,100105.56,91507.09,280750.71,478716.61,5.24,45.05
39049008330,42.0,7763.18,141.64591977869986,13740.98,41.14,15331.98,15778.57,107.0,359919.23,412533.94,424794.21,437427.61,450445.69,463860.39,477684.02,424794.21,1312667.51,2254211.92,0.0,54.41
39049008340,65.0,32962.35,710.0165975103735,82936.86,64.58,24135.23,35841.38,237.0,0.0,175875.82,181795.14,187943.03,194328.9,200962.56,207854.24,181795.14,564067.07,972883.87,9.24,50.15
39049008350,77.0,44512.59,472.78977635782746,40602.64,75.43,28111.12,40980.75,267.0,0.0,154207.1,158786.71,163526.53,168432.69,173511.56,178769.74,158786.71,490745.93,843027.23,5.17,45.11
39049008360,25.0,30433.66,67.23152709359606,4747.85,24.94,9327.82,34274.89,156.0,0.0,78784.22,80707.55,82688.53,84729.12,86831.33,88997.23,80707.55,248125.2,423953.76,0.0,37.93
39049008380,179.0,169489.51,409.69299363057326,37254.57,179.0,66982.7,30845.2,118.0,0.0,304571.98,314225.28,324207.95,334531.75,345208.88,356251.98,314225.28,972964.98,1674425.84,17.75,38.38
39049008381,10.0,10282.76,10.0,725.58,9.94,3715.36,23793.44,166.0,0.0,38517.14,39288.09,40078.86,40890.05,41722.28,42576.21,39288.09,120257.0,204555.49,5.23,45.32
39049008382,5.0,5702.28,41.80092236740969,2869.36,4.99,1866.31,15080.64,29.0,0.0,25518.59,26074.92,26647.38,27236.53,27842.96,28467.28,26074.92,79958.83,136269.07,0.0,31.75
39049008400,0.0,0.0,24.88742102240092,1700.33,0.0,0.0,29063.6,120.0,0.0,30763.93,31189.21,31622.11,32062.85,32511.64,32968.69,31189.21,94874.17,160354.5,0.0,30.17
39049008500,41.0,35459.14,41.0,2651.63,38.59,14271.04,24864.67,349.0,0.0,77246.48,79262.03,81338.88,83479.06,85684.68,87957.91,79262.03,244079.97,417722.56,0.0,42.08
39049008710,35.0,20079.01,276.0,31448.26,33.8,12561.11,13602.13,138.0,223427.25,301117.76,310415.77,320012.95,329919.28,340145.09,350701.06,310415.77,960348.0,1651194.15,9.85,40.86
39049008720,49.0,26197.39,528.8181818181819,64027.26,47.78,17790.47,21270.61,231.0,0.0,129285.73,133783.87,138457.95,143315.22,148363.28,153610.03,133783.87,415557.04,717530.35,20.04,42.74
39049008730,120.0,79055.38,481.59183673469386,71354.13,113.88,42179.8,17462.77,184.0,1619937.3,1829989.38,1885829.42,1943397.62,2002748.29,2063937.5,2127023.09,1885829.42,5831975.33,10022935.92,33.68,63.05
39049008811,67.0,27623.05,102.95810055865923,9943.81,66.23,24726.59,14423.85,41.0,1974.08,78691.38,80956.13,83294.17,85708.04,88200.39,90773.98,80956.13,249958.34,428932.71,9.34,40.25
39049008812,96.0,73753.71,256.72816265060237,25230.13,92.32,34281.98,24166.27,108.0,0.0,157432.09,162295.87,167326.0,172528.51,177909.67,183475.98,162295.87,502150.38,863536.03,8.1,41.77
39049008813,28.0,11512.35,70.853711790393,5796.87,27.77,10374.42,17943.82,109.0,0.0,45627.46,46765.94,47939.32,49148.84,50395.73,51681.32,46765.94,143854.1,245931.15,0.0,47.99
39049008821,10.0,8823.87,10.0,779.58,9.89,3692.89,11543.78,63.0,0.0,24840.12,25414.88,26006.01,26614.01,27239.45,27882.88,25414.88,78034.9,133157.23,7.48,43.35
39049008822,47.0,11322.76,835.5708154506437,121093.71,46.16,17211.46,31831.09,384.0,1523057.26,1704516.28,1756865.77,1810860.44,1866553.25,1923998.93,1983254.01,1756865.77,5434279.46,9341532.4,12.32,57.34
39049008825,212.0,152357.3,437.85985015425297,41818.12,211.19,78968.29,33776.39,158.0,0.0,306920.1,316513.94,326433.33,336689.88,347295.68,358263.24,316513.94,979637.15,1685196.07,15.84,34.38
39049008900,20.0,12980.46,212.5732368896926,17031.35,19.74,7367.9,31988.65,116.0,0.0,69368.36,71157.15,73005.54,74915.81,76890.33,78931.57,71157.15,219078.5,374900.4,0.0,34.97
