AREA_TITLE,OCC_CODE,OCC_TITLE,H_MEAN,H_MEDIAN,A_MEAN,A_MEDIAN
"Cincinnati, OH-KY-IN",00-0000,All Occupations,30.78,23.31,64020.0,48490.0
"Cincinnati, OH-KY-IN",11-0000,Management Occupations,61.49,51.19,127900.0,106460.0
"Cincinnati, OH-KY-IN",11-1011,Chief Executives,136.38,102.06,283670.0,212290.0
"Cincinnati, OH-KY-IN",11-1021,General and Operations Managers,58.3,47.0,121260.0,97760.0
"Cincinnati, OH-KY-IN",11-1031,Legislators,,,54720.0,33400.0
"Cincinnati, OH-KY-IN",11-2011,Advertising and Promotions Managers,54.46,49.08,113270.0,102090.0
"Cincinnati, OH-KY-IN",11-2021,Marketing Managers,72.86,67.27,151540.0,139920.0
"Cincinnati, OH-KY-IN",11-2022,Sales Managers,72.24,62.28,150260.0,129540.0
"Cincinnati, OH-KY-IN",11-2032,Public Relations Managers,59.8,50.68,124370.0,105410.0
"Cincinnati, OH-KY-IN",11-2033,Fundraising Managers,58.45,50.2,121580.0,104420.0
"Cincinnati, OH-KY-IN",11-3012,Administrative Services Managers,52.9,47.51,110030.0,98820.0
"Cincinnati, OH-KY-IN",11-3013,Facilities Managers,49.52,46.65,103010.0,97020.0
"Cincinnati, OH-KY-IN",11-3021,Computer and Information Systems Managers,84.02,79.92,174760.0,166230.0
"Cincinnati, OH-KY-IN",11-3031,Financial Managers,77.39,67.67,160960.0,140750.0
"Cincinnati, OH-KY-IN",11-3051,Industrial Production Managers,60.31,58.21,125440.0,121070.0
"Cincinnati, OH-KY-IN",11-3061,Purchasing Managers,72.19,68.09,150150.0,141620.0
"Cincinnati, OH-KY-IN",11-3071,"Transportation, Storage, and Distribution Managers",54.23,47.6,112790.0,99010.0
"Cincinnati, OH-KY-IN",11-3111,Compensation and Benefits Managers,69.69,61.69,144940.0,128300.0
"Cincinnati, OH-KY-IN",11-3121,Human Resources Managers,70.36,62.68,146340.0,130380.0
"Cincinnati, OH-KY-IN",11-3131,Training and Development Managers,60.08,56.58,124970.0,117680.0
"Cincinnati, OH-KY-IN",11-9021,Construction Managers,52.0,48.35,108160.0,100570.0
"Cincinnati, OH-KY-IN",11-9031,"Education and Childcare Administrators, Preschool and Daycare",24.94,22.08,51870.0,45930.0
"Cincinnati, OH-KY-IN",11-9032,"Education Administrators, Kindergarten through Secondary",,,100350.0,101600.0
"Cincinnati, OH-KY-IN",11-9033,"Education Administrators, Postsecondary",52.57,39.63,109350.0,82440.0
"Cincinnati, OH-KY-IN",11-9039,"Education Administrators, All Other",32.95,26.16,68530.0,54420.0
"Cincinnati, OH-KY-IN",11-9041,Architectural and Engineering Managers,83.65,79.82,173990.0,166030.0
"Cincinnati, OH-KY-IN",11-9051,Food Service Managers,31.23,29.77,64950.0,61910.0
"Cincinnati, OH-KY-IN",11-9072,"Entertainment and Recreation Managers, Except Gambling",33.12,27.83,68900.0,57890.0
"Cincinnati, OH-KY-IN",11-9081,Lodging Managers,32.41,29.61,67410.0,61600.0
"Cincinnati, OH-KY-IN",11-9111,Medical and Health Services Managers,58.27,50.65,121200.0,105360.0
"Cincinnati, OH-KY-IN",11-9121,Natural Sciences Managers,75.5,78.98,157030.0,164270.0
"Cincinnati, OH-KY-IN",11-9131,Postmasters and Mail Superintendents,47.3,45.0,98380.0,93600.0
"Cincinnati, OH-KY-IN",11-9141,"Property, Real Estate, and Community Association Managers",35.96,28.98,74800.0,60270.0
"Cincinnati, OH-KY-IN",11-9151,Social and Community Service Managers,37.75,36.45,78510.0,75820.0
"Cincinnati, OH-KY-IN",11-9161,Emergency Management Directors,42.78,41.39,88980.0,86090.0
"Cincinnati, OH-KY-IN",11-9171,Funeral Home Managers,41.15,43.54,85580.0,90560.0
"Cincinnati, OH-KY-IN",11-9179,"Personal Service Managers, All Other",32.51,25.96,67620.0,54000.0
"Cincinnati, OH-KY-IN",11-9199,"Managers, All Other",66.18,64.31,137650.0,133760.0
"Cincinnati, OH-KY-IN",13-0000,Business and Financial Operations Occupations,41.65,37.33,86640.0,77640.0
"Cincinnati, OH-KY-IN",13-1020,Buyers and Purchasing Agents,37.38,35.84,77750.0,74540.0
"Cincinnati, OH-KY-IN",13-1031,"Claims Adjusters, Examiners, and Investigators",33.14,29.97,68930.0,62330.0
"Cincinnati, OH-KY-IN",13-1041,Compliance Officers,39.93,37.76,83060.0,78540.0
"Cincinnati, OH-KY-IN",13-1051,Cost Estimators,39.01,36.56,81150.0,76040.0
"Cincinnati, OH-KY-IN",13-1071,Human Resources Specialists,35.79,32.41,74440.0,67420.0
"Cincinnati, OH-KY-IN",13-1075,Labor Relations Specialists,41.39,37.38,86090.0,77750.0
"Cincinnati, OH-KY-IN",13-1081,Logisticians,40.19,37.42,83590.0,77830.0
"Cincinnati, OH-KY-IN",13-1082,Project Management Specialists,49.13,46.68,102200.0,97090.0
"Cincinnati, OH-KY-IN",13-1111,Management Analysts,47.55,42.75,98900.0,88910.0
"Cincinnati, OH-KY-IN",13-1121,"Meeting, Convention, and Event Planners",27.11,24.63,56390.0,51220.0
"Cincinnati, OH-KY-IN",13-1131,Fundraisers,33.79,31.56,70280.0,65650.0
"Cincinnati, OH-KY-IN",13-1141,"Compensation, Benefits, and Job Analysis Specialists",36.26,35.95,75410.0,74770.0
"Cincinnati, OH-KY-IN",13-1151,Training and Development Specialists,35.27,33.17,73360.0,68990.0
"Cincinnati, OH-KY-IN",13-1161,Market Research Analysts and Marketing Specialists,38.74,33.85,80570.0,70410.0
"Cincinnati, OH-KY-IN",13-1199,"Business Operations Specialists, All Other",39.53,36.33,82230.0,75570.0
"Cincinnati, OH-KY-IN",13-2011,Accountants and Auditors,41.81,37.91,86970.0,78860.0
"Cincinnati, OH-KY-IN",13-2020,Property Appraisers and Assessors,34.62,34.99,72020.0,72770.0
"Cincinnati, OH-KY-IN",13-2031,Budget Analysts,42.18,39.2,87740.0,81530.0
"Cincinnati, OH-KY-IN",13-2041,Credit Analysts,41.29,36.3,85890.0,75500.0
"Cincinnati, OH-KY-IN",13-2051,Financial and Investment Analysts,47.91,41.75,99640.0,86840.0
"Cincinnati, OH-KY-IN",13-2052,Personal Financial Advisors,72.99,45.84,151810.0,95350.0
"Cincinnati, OH-KY-IN",13-2053,Insurance Underwriters,42.08,39.04,87530.0,81190.0
"Cincinnati, OH-KY-IN",13-2054,Financial Risk Specialists,49.68,47.89,103320.0,99620.0
"Cincinnati, OH-KY-IN",13-2061,Financial Examiners,41.54,38.88,86400.0,80870.0
"Cincinnati, OH-KY-IN",13-2071,Credit Counselors,28.14,27.9,58540.0,58020.0
"Cincinnati, OH-KY-IN",13-2072,Loan Officers,38.76,31.6,80610.0,65720.0
"Cincinnati, OH-KY-IN",13-2081,"Tax Examiners and Collectors, and Revenue Agents",30.86,28.64,64200.0,59570.0
"Cincinnati, OH-KY-IN",13-2082,Tax Preparers,22.5,22.49,46810.0,46780.0
"Cincinnati, OH-KY-IN",13-2099,"Financial Specialists, All Other",41.3,39.04,85910.0,81200.0
"Cincinnati, OH-KY-IN",15-0000,Computer and Mathematical Occupations,49.05,47.49,102030.0,98780.0
"Cincinnati, OH-KY-IN",15-1211,Computer Systems Analysts,52.48,48.69,109150.0,101270.0
"Cincinnati, OH-KY-IN",15-1212,Information Security Analysts,55.4,51.92,115230.0,108000.0
"Cincinnati, OH-KY-IN",15-1231,Computer Network Support Specialists,34.67,31.53,72120.0,65580.0
"Cincinnati, OH-KY-IN",15-1232,Computer User Support Specialists,28.23,25.65,58710.0,53360.0
"Cincinnati, OH-KY-IN",15-1241,Computer Network Architects,62.13,61.98,129230.0,128910.0
"Cincinnati, OH-KY-IN",15-1242,Database Administrators,48.8,48.32,101500.0,100510.0
"Cincinnati, OH-KY-IN",15-1243,Database Architects,62.91,62.69,130860.0,130400.0
"Cincinnati, OH-KY-IN",15-1244,Network and Computer Systems Administrators,48.96,47.45,101840.0,98690.0
"Cincinnati, OH-KY-IN",15-1251,Computer Programmers,56.17,57.65,116840.0,119900.0
"Cincinnati, OH-KY-IN",15-1252,Software Developers,57.68,54.44,119970.0,113240.0
"Cincinnati, OH-KY-IN",15-1253,Software Quality Assurance Analysts and Testers,43.94,40.37,91400.0,83960.0
"Cincinnati, OH-KY-IN",15-1254,Web Developers,50.73,43.92,105510.0,91350.0
"Cincinnati, OH-KY-IN",15-1255,Web and Digital Interface Designers,43.8,39.62,91100.0,82410.0
"Cincinnati, OH-KY-IN",15-1299,"Computer Occupations, All Other",46.96,46.45,97680.0,96620.0
"Cincinnati, OH-KY-IN",15-2011,Actuaries,58.81,50.04,122320.0,104070.0
"Cincinnati, OH-KY-IN",15-2031,Operations Research Analysts,52.01,50.89,108170.0,105840.0
"Cincinnati, OH-KY-IN",15-2041,Statisticians,48.97,47.42,101860.0,98640.0
"Cincinnati, OH-KY-IN",15-2051,Data Scientists,49.21,47.77,102360.0,99350.0
"Cincinnati, OH-KY-IN",17-0000,Architecture and Engineering Occupations,48.51,46.56,100910.0,96850.0
"Cincinnati, OH-KY-IN",17-1011,"Architects, Except Landscape and Naval",47.71,47.84,99250.0,99520.0
"Cincinnati, OH-KY-IN",17-1012,Landscape Architects,36.3,30.85,75500.0,64170.0
"Cincinnati, OH-KY-IN",17-1021,Cartographers and Photogrammetrists,39.8,38.46,82770.0,80000.0
"Cincinnati, OH-KY-IN",17-1022,Surveyors,41.24,37.56,85770.0,78130.0
"Cincinnati, OH-KY-IN",17-2011,Aerospace Engineers,66.58,66.07,138480.0,137420.0
"Cincinnati, OH-KY-IN",17-2031,Bioengineers and Biomedical Engineers,61.32,61.29,127540.0,127490.0
"Cincinnati, OH-KY-IN",17-2041,Chemical Engineers,54.11,55.76,112540.0,115970.0
"Cincinnati, OH-KY-IN",17-2051,Civil Engineers,46.82,43.55,97390.0,90580.0
"Cincinnati, OH-KY-IN",17-2061,Computer Hardware Engineers,51.68,50.91,107500.0,105880.0
"Cincinnati, OH-KY-IN",17-2071,Electrical Engineers,51.81,49.05,107770.0,102030.0
"Cincinnati, OH-KY-IN",17-2072,"Electronics Engineers, Except Computer",52.77,50.0,109760.0,103990.0
"Cincinnati, OH-KY-IN",17-2081,Environmental Engineers,53.38,55.32,111030.0,115070.0
"Cincinnati, OH-KY-IN",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",51.54,50.14,107190.0,104300.0
"Cincinnati, OH-KY-IN",17-2112,Industrial Engineers,52.65,49.29,109510.0,102510.0
"Cincinnati, OH-KY-IN",17-2131,Materials Engineers,52.7,49.29,109610.0,102530.0
"Cincinnati, OH-KY-IN",17-2141,Mechanical Engineers,51.34,48.36,106780.0,100580.0
"Cincinnati, OH-KY-IN",17-2199,"Engineers, All Other",56.48,52.87,117480.0,109960.0
"Cincinnati, OH-KY-IN",17-3011,Architectural and Civil Drafters,33.0,30.04,68640.0,62480.0
"Cincinnati, OH-KY-IN",17-3012,Electrical and Electronics Drafters,35.42,32.61,73670.0,67820.0
"Cincinnati, OH-KY-IN",17-3013,Mechanical Drafters,35.96,34.04,74800.0,70800.0
"Cincinnati, OH-KY-IN",17-3019,"Drafters, All Other",30.0,28.42,62400.0,59120.0
"Cincinnati, OH-KY-IN",17-3021,Aerospace Engineering and Operations Technologists and Technicians,36.27,36.9,75440.0,76750.0
"Cincinnati, OH-KY-IN",17-3022,Civil Engineering Technologists and Technicians,29.92,29.4,62230.0,61160.0
"Cincinnati, OH-KY-IN",17-3023,Electrical and Electronic Engineering Technologists and Technicians,36.1,36.42,75090.0,75740.0
"Cincinnati, OH-KY-IN",17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,33.4,31.44,69480.0,65380.0
"Cincinnati, OH-KY-IN",17-3025,Environmental Engineering Technologists and Technicians,29.3,24.74,60940.0,51460.0
"Cincinnati, OH-KY-IN",17-3026,Industrial Engineering Technologists and Technicians,33.86,36.1,70440.0,75090.0
"Cincinnati, OH-KY-IN",17-3027,Mechanical Engineering Technologists and Technicians,32.84,31.9,68300.0,66350.0
"Cincinnati, OH-KY-IN",17-3028,Calibration Technologists and Technicians,32.34,30.04,67260.0,62480.0
"Cincinnati, OH-KY-IN",17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",31.52,28.58,65560.0,59450.0
"Cincinnati, OH-KY-IN",17-3031,Surveying and Mapping Technicians,26.91,24.88,55960.0,51750.0
"Cincinnati, OH-KY-IN",19-0000,"Life, Physical, and Social Science Occupations",40.9,37.21,85080.0,77390.0
"Cincinnati, OH-KY-IN",19-1012,Food Scientists and Technologists,44.59,45.64,92750.0,94920.0
"Cincinnati, OH-KY-IN",19-1013,Soil and Plant Scientists,29.69,23.18,61750.0,48210.0
"Cincinnati, OH-KY-IN",19-1021,Biochemists and Biophysicists,39.61,43.65,82400.0,90780.0
"Cincinnati, OH-KY-IN",19-1022,Microbiologists,36.67,29.18,76280.0,60690.0
"Cincinnati, OH-KY-IN",19-1023,Zoologists and Wildlife Biologists,38.48,37.78,80040.0,78590.0
"Cincinnati, OH-KY-IN",19-1029,"Biological Scientists, All Other",41.42,38.75,86160.0,80600.0
"Cincinnati, OH-KY-IN",19-1031,Conservation Scientists,35.42,31.98,73670.0,66520.0
"Cincinnati, OH-KY-IN",19-1041,Epidemiologists,,,,
"Cincinnati, OH-KY-IN",19-1042,"Medical Scientists, Except Epidemiologists",45.64,37.79,94930.0,78590.0
"Cincinnati, OH-KY-IN",19-2012,Physicists,54.48,55.24,113320.0,114900.0
"Cincinnati, OH-KY-IN",19-2031,Chemists,43.6,39.48,90680.0,82110.0
"Cincinnati, OH-KY-IN",19-2032,Materials Scientists,48.23,49.26,100310.0,102450.0
"Cincinnati, OH-KY-IN",19-2041,"Environmental Scientists and Specialists, Including Health",37.22,33.68,77420.0,70060.0
"Cincinnati, OH-KY-IN",19-2042,"Geoscientists, Except Hydrologists and Geographers",38.31,35.28,79680.0,73390.0
"Cincinnati, OH-KY-IN",19-2099,"Physical Scientists, All Other",58.59,58.69,121860.0,122080.0
"Cincinnati, OH-KY-IN",19-3011,Economists,62.2,56.61,129370.0,117750.0
"Cincinnati, OH-KY-IN",19-3033,Clinical and Counseling Psychologists,57.08,51.36,118730.0,106820.0
"Cincinnati, OH-KY-IN",19-3034,School Psychologists,44.38,43.67,92310.0,90830.0
"Cincinnati, OH-KY-IN",19-3039,"Psychologists, All Other",61.83,62.24,128610.0,129460.0
"Cincinnati, OH-KY-IN",19-3051,Urban and Regional Planners,39.3,37.83,81750.0,78680.0
"Cincinnati, OH-KY-IN",19-3099,"Social Scientists and Related Workers, All Other",40.37,38.1,83970.0,79250.0
"Cincinnati, OH-KY-IN",19-4013,Food Science Technicians,26.1,28.65,54280.0,59580.0
"Cincinnati, OH-KY-IN",19-4021,Biological Technicians,25.96,23.13,53990.0,48120.0
"Cincinnati, OH-KY-IN",19-4031,Chemical Technicians,28.79,27.78,59890.0,57780.0
"Cincinnati, OH-KY-IN",19-4042,"Environmental Science and Protection Technicians, Including Health",24.57,24.0,51100.0,49910.0
"Cincinnati, OH-KY-IN",19-4061,Social Science Research Assistants,33.02,30.13,68690.0,62670.0
"Cincinnati, OH-KY-IN",19-4092,Forensic Science Technicians,34.0,30.9,70720.0,64280.0
"Cincinnati, OH-KY-IN",19-4099,"Life, Physical, and Social Science Technicians, All Other",25.0,23.88,52000.0,49680.0
"Cincinnati, OH-KY-IN",19-5011,Occupational Health and Safety Specialists,43.75,41.61,91000.0,86550.0
"Cincinnati, OH-KY-IN",19-5012,Occupational Health and Safety Technicians,33.54,33.81,69750.0,70320.0
"Cincinnati, OH-KY-IN",21-0000,Community and Social Service Occupations,28.25,26.79,58770.0,55720.0
"Cincinnati, OH-KY-IN",21-1012,"Educational, Guidance, and Career Counselors and Advisors",31.72,28.68,65990.0,59650.0
"Cincinnati, OH-KY-IN",21-1013,Marriage and Family Therapists,36.04,29.07,74960.0,60470.0
"Cincinnati, OH-KY-IN",21-1015,Rehabilitation Counselors,23.82,21.28,49540.0,44250.0
"Cincinnati, OH-KY-IN",21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",29.35,27.72,61040.0,57660.0
"Cincinnati, OH-KY-IN",21-1019,"Counselors, All Other",20.71,16.68,43090.0,34690.0
"Cincinnati, OH-KY-IN",21-1021,"Child, Family, and School Social Workers",26.89,25.14,55930.0,52280.0
"Cincinnati, OH-KY-IN",21-1022,Healthcare Social Workers,32.67,32.05,67960.0,66670.0
"Cincinnati, OH-KY-IN",21-1023,Mental Health and Substance Abuse Social Workers,26.01,22.21,54100.0,46200.0
"Cincinnati, OH-KY-IN",21-1029,"Social Workers, All Other",33.54,31.77,69750.0,66080.0
"Cincinnati, OH-KY-IN",21-1091,Health Education Specialists,34.97,34.21,72730.0,71160.0
"Cincinnati, OH-KY-IN",21-1092,Probation Officers and Correctional Treatment Specialists,30.72,28.32,63890.0,58910.0
"Cincinnati, OH-KY-IN",21-1093,Social and Human Service Assistants,20.94,19.81,43540.0,41200.0
"Cincinnati, OH-KY-IN",21-1094,Community Health Workers,25.59,23.13,53230.0,48120.0
"Cincinnati, OH-KY-IN",21-1099,"Community and Social Service Specialists, All Other",21.82,21.83,45380.0,45400.0
"Cincinnati, OH-KY-IN",21-2011,Clergy,29.03,28.96,60390.0,60250.0
"Cincinnati, OH-KY-IN",21-2021,"Directors, Religious Activities and Education",24.3,24.2,50550.0,50340.0
"Cincinnati, OH-KY-IN",21-2099,"Religious Workers, All Other",21.37,18.32,44450.0,38100.0
"Cincinnati, OH-KY-IN",23-0000,Legal Occupations,57.39,46.75,119370.0,97240.0
"Cincinnati, OH-KY-IN",23-1011,Lawyers,69.29,60.83,144120.0,126530.0
"Cincinnati, OH-KY-IN",23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",51.29,43.6,106680.0,90690.0
"Cincinnati, OH-KY-IN",23-1023,"Judges, Magistrate Judges, and Magistrates",57.06,59.19,118690.0,123120.0
"Cincinnati, OH-KY-IN",23-2011,Paralegals and Legal Assistants,31.07,29.42,64630.0,61200.0
"Cincinnati, OH-KY-IN",23-2093,"Title Examiners, Abstractors, and Searchers",26.65,22.77,55440.0,47360.0
"Cincinnati, OH-KY-IN",23-2099,"Legal Support Workers, All Other",46.78,35.89,97310.0,74660.0
"Cincinnati, OH-KY-IN",25-0000,Educational Instruction and Library Occupations,28.69,25.22,59670.0,52460.0
"Cincinnati, OH-KY-IN",25-1011,"Business Teachers, Postsecondary",,,92090.0,77000.0
"Cincinnati, OH-KY-IN",25-1021,"Computer Science Teachers, Postsecondary",,,85130.0,77610.0
"Cincinnati, OH-KY-IN",25-1022,"Mathematical Science Teachers, Postsecondary",,,74880.0,74970.0
"Cincinnati, OH-KY-IN",25-1032,"Engineering Teachers, Postsecondary",,,106590.0,102790.0
"Cincinnati, OH-KY-IN",25-1042,"Biological Science Teachers, Postsecondary",,,78800.0,76110.0
"Cincinnati, OH-KY-IN",25-1052,"Chemistry Teachers, Postsecondary",,,78940.0,78300.0
"Cincinnati, OH-KY-IN",25-1054,"Physics Teachers, Postsecondary",,,77850.0,78970.0
"Cincinnati, OH-KY-IN",25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",,,65210.0,72790.0
"Cincinnati, OH-KY-IN",25-1063,"Economics Teachers, Postsecondary",,,107960.0,107290.0
"Cincinnati, OH-KY-IN",25-1065,"Political Science Teachers, Postsecondary",,,80230.0,79960.0
"Cincinnati, OH-KY-IN",25-1066,"Psychology Teachers, Postsecondary",,,65570.0,62110.0
"Cincinnati, OH-KY-IN",25-1067,"Sociology Teachers, Postsecondary",,,67690.0,64580.0
"Cincinnati, OH-KY-IN",25-1069,"Social Sciences Teachers, Postsecondary, All Other",,,77000.0,63130.0
"Cincinnati, OH-KY-IN",25-1071,"Health Specialties Teachers, Postsecondary",,,85760.0,58950.0
"Cincinnati, OH-KY-IN",25-1072,"Nursing Instructors and Teachers, Postsecondary",,,68990.0,63880.0
"Cincinnati, OH-KY-IN",25-1081,"Education Teachers, Postsecondary",,,62170.0,59270.0
"Cincinnati, OH-KY-IN",25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",,,71360.0,74960.0
"Cincinnati, OH-KY-IN",25-1112,"Law Teachers, Postsecondary",,,86440.0,66560.0
"Cincinnati, OH-KY-IN",25-1113,"Social Work Teachers, Postsecondary",,,50960.0,47930.0
"Cincinnati, OH-KY-IN",25-1121,"Art, Drama, and Music Teachers, Postsecondary",,,66670.0,61360.0
"Cincinnati, OH-KY-IN",25-1122,"Communications Teachers, Postsecondary",,,66370.0,61440.0
"Cincinnati, OH-KY-IN",25-1123,"English Language and Literature Teachers, Postsecondary",,,71940.0,74150.0
"Cincinnati, OH-KY-IN",25-1124,"Foreign Language and Literature Teachers, Postsecondary",,,59190.0,63060.0
"Cincinnati, OH-KY-IN",25-1125,"History Teachers, Postsecondary",,,71870.0,79250.0
"Cincinnati, OH-KY-IN",25-1126,"Philosophy and Religion Teachers, Postsecondary",,,77470.0,76670.0
"Cincinnati, OH-KY-IN",25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",,,69980.0,63190.0
"Cincinnati, OH-KY-IN",25-1194,"Career/Technical Education Teachers, Postsecondary",29.83,27.29,62050.0,56750.0
"Cincinnati, OH-KY-IN",25-1199,"Postsecondary Teachers, All Other",,,70110.0,57850.0
"Cincinnati, OH-KY-IN",25-2011,"Preschool Teachers, Except Special Education",17.44,16.44,36280.0,34200.0
"Cincinnati, OH-KY-IN",25-2012,"Kindergarten Teachers, Except Special Education",,,56010.0,54830.0
"Cincinnati, OH-KY-IN",25-2021,"Elementary School Teachers, Except Special Education",,,65670.0,60940.0
"Cincinnati, OH-KY-IN",25-2022,"Middle School Teachers, Except Special and Career/Technical Education",,,68960.0,62300.0
"Cincinnati, OH-KY-IN",25-2023,"Career/Technical Education Teachers, Middle School",,,76640.0,62050.0
"Cincinnati, OH-KY-IN",25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",,,69050.0,63270.0
"Cincinnati, OH-KY-IN",25-2032,"Career/Technical Education Teachers, Secondary School",,,78700.0,80260.0
"Cincinnati, OH-KY-IN",25-2051,"Special Education Teachers, Preschool",,,69780.0,70790.0
"Cincinnati, OH-KY-IN",25-2052,"Special Education Teachers, Kindergarten and Elementary School",,,65550.0,61600.0
"Cincinnati, OH-KY-IN",25-2057,"Special Education Teachers, Middle School",,,72000.0,64230.0
"Cincinnati, OH-KY-IN",25-2058,"Special Education Teachers, Secondary School",,,68120.0,65690.0
"Cincinnati, OH-KY-IN",25-2059,"Special Education Teachers, All Other",,,61260.0,54840.0
"Cincinnati, OH-KY-IN",25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",26.21,30.14,54520.0,62680.0
"Cincinnati, OH-KY-IN",25-3021,Self-Enrichment Teachers,20.11,17.98,41830.0,37390.0
"Cincinnati, OH-KY-IN",25-3031,"Substitute Teachers, Short-Term",17.0,16.68,35360.0,34700.0
"Cincinnati, OH-KY-IN",25-3041,Tutors,23.39,21.27,48650.0,44250.0
"Cincinnati, OH-KY-IN",25-3099,"Teachers and Instructors, All Other",,,64060.0,50890.0
"Cincinnati, OH-KY-IN",25-4012,Curators,30.91,28.33,64290.0,58930.0
"Cincinnati, OH-KY-IN",25-4013,Museum Technicians and Conservators,24.09,22.05,50120.0,45860.0
"Cincinnati, OH-KY-IN",25-4022,Librarians and Media Collections Specialists,30.73,29.66,63910.0,61700.0
"Cincinnati, OH-KY-IN",25-4031,Library Technicians,17.67,17.01,36760.0,35390.0
"Cincinnati, OH-KY-IN",25-9031,Instructional Coordinators,33.88,31.91,70460.0,66370.0
"Cincinnati, OH-KY-IN",25-9044,"Teaching Assistants, Postsecondary",,,59040.0,49710.0
"Cincinnati, OH-KY-IN",25-9045,"Teaching Assistants, Except Postsecondary",,,35550.0,35870.0
"Cincinnati, OH-KY-IN",25-9099,"Educational Instruction and Library Workers, All Other",28.87,26.83,60050.0,55810.0
"Cincinnati, OH-KY-IN",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",28.7,23.36,59690.0,48590.0
"Cincinnati, OH-KY-IN",27-1011,Art Directors,44.11,43.9,91740.0,91310.0
"Cincinnati, OH-KY-IN",27-1012,Craft Artists,18.74,18.54,38970.0,38550.0
"Cincinnati, OH-KY-IN",27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",18.84,15.67,39190.0,32600.0
"Cincinnati, OH-KY-IN",27-1019,"Artists and Related Workers, All Other",30.26,21.52,62930.0,44760.0
"Cincinnati, OH-KY-IN",27-1021,Commercial and Industrial Designers,37.01,36.48,76980.0,75870.0
"Cincinnati, OH-KY-IN",27-1022,Fashion Designers,27.77,23.75,57750.0,49390.0
"Cincinnati, OH-KY-IN",27-1023,Floral Designers,16.29,16.31,33890.0,33920.0
"Cincinnati, OH-KY-IN",27-1024,Graphic Designers,28.69,26.77,59670.0,55690.0
"Cincinnati, OH-KY-IN",27-1025,Interior Designers,30.63,28.08,63700.0,58400.0
"Cincinnati, OH-KY-IN",27-1026,Merchandise Displayers and Window Trimmers,20.29,18.35,42200.0,38160.0
"Cincinnati, OH-KY-IN",27-1027,Set and Exhibit Designers,25.36,24.4,52740.0,50760.0
"Cincinnati, OH-KY-IN",27-2011,Actors,14.27,12.69,,
"Cincinnati, OH-KY-IN",27-2012,Producers and Directors,34.7,30.01,72180.0,62410.0
"Cincinnati, OH-KY-IN",27-2021,Athletes and Sports Competitors,,,66320.0,46430.0
"Cincinnati, OH-KY-IN",27-2022,Coaches and Scouts,,,55690.0,37560.0
"Cincinnati, OH-KY-IN",27-2023,"Umpires, Referees, and Other Sports Officials",,,35100.0,25830.0
"Cincinnati, OH-KY-IN",27-2041,Music Directors and Composers,28.79,22.93,59890.0,47690.0
"Cincinnati, OH-KY-IN",27-2042,Musicians and Singers,56.63,39.26,,
"Cincinnati, OH-KY-IN",27-3011,Broadcast Announcers and Radio Disc Jockeys,36.19,21.96,75280.0,45680.0
"Cincinnati, OH-KY-IN",27-3023,"News Analysts, Reporters, and Journalists",26.29,18.81,54690.0,39120.0
"Cincinnati, OH-KY-IN",27-3031,Public Relations Specialists,31.88,29.04,66310.0,60410.0
"Cincinnati, OH-KY-IN",27-3041,Editors,33.48,28.77,69630.0,59840.0
"Cincinnati, OH-KY-IN",27-3042,Technical Writers,36.65,35.12,76230.0,73040.0
"Cincinnati, OH-KY-IN",27-3043,Writers and Authors,34.84,36.22,72470.0,75330.0
"Cincinnati, OH-KY-IN",27-3091,Interpreters and Translators,29.2,27.81,60740.0,57850.0
"Cincinnati, OH-KY-IN",27-3092,Court Reporters and Simultaneous Captioners,35.23,31.79,73290.0,66110.0
"Cincinnati, OH-KY-IN",27-3099,"Media and Communication Workers, All Other",23.85,20.8,49620.0,43250.0
"Cincinnati, OH-KY-IN",27-4011,Audio and Video Technicians,25.41,23.41,52860.0,48690.0
"Cincinnati, OH-KY-IN",27-4012,Broadcast Technicians,21.5,15.6,44710.0,32440.0
"Cincinnati, OH-KY-IN",27-4014,Sound Engineering Technicians,29.79,27.71,61960.0,57630.0
"Cincinnati, OH-KY-IN",27-4021,Photographers,20.39,17.21,42410.0,35810.0
"Cincinnati, OH-KY-IN",27-4031,"Camera Operators, Television, Video, and Film",36.08,32.49,75040.0,67590.0
"Cincinnati, OH-KY-IN",27-4032,Film and Video Editors,28.08,26.83,58400.0,55810.0
"Cincinnati, OH-KY-IN",29-0000,Healthcare Practitioners and Technical Occupations,49.21,38.53,102370.0,80140.0
"Cincinnati, OH-KY-IN",29-1011,Chiropractors,47.71,44.91,99230.0,93400.0
"Cincinnati, OH-KY-IN",29-1021,"Dentists, General",103.59,98.19,215480.0,204240.0
